Disease ID,Disease Name,Ranks,Recall-at-25,Mean Average Precision,AUROC,Recall-at-100,Nodes
C3163798,Recurrent lower respiratory tract infection,6010.416666666667,0.1,0.021300886423627072,0.7172220932931074,0.5,4776.25
C0017639,Gliosis,3521.690909090909,0.1,0.015831930633958914,0.8373171487923605,0.19,5107.490909090909
C1847514,Postnatal microcephaly,4712.791666666667,0.08333333333333333,0.08502055075249704,0.783567857087571,0.13333333333333333,7741.5
C0598608,Hyperhomocysteinemia,2048.0,0.0,0.0033345409268280743,0.9041515826603546,0.1,6937.090909090909
C0206754,Neuroendocrine Tumors,1482.090909090909,0.1,0.009305512358849318,0.9258771929824562,0.25,3497.4545454545455
C0023290,"Leishmaniasis, Visceral",3408.5,0.1,0.01372213023442051,0.7853701554885124,0.3,2993.1666666666665
C0018777,Conductive hearing loss,4617.53781512605,0.03333333333333333,0.009952995840094469,0.783614729720943,0.12575757575757573,6698.470588235294
C4025650,Abnormality of lipid metabolism,7409.222222222223,0.2222222222222222,0.0928000273821849,0.6455303920961987,0.2222222222222222,6121.777777777777
C2936346,22q11 Deletion Syndrome,7324.2,0.0,0.0001607460310403763,0.6195850930523971,0.0,5775.6
C1840069,Sandal gap,4183.833333333333,0.0,0.003256750907290779,0.7954442019226303,0.1,6897.916666666667
C0019572,Hirsutism,3947.0851063829787,0.11000000000000001,0.07917275126076279,0.8177331473733147,0.2,5800.021276595745
C0545053,Advanced bone age,2913.3714285714286,0.0,0.004804590439399096,0.86597551342812,0.10833333333333332,5306.457142857143
C0023892,Biliary cirrhosis,6713.418604651163,0.135,0.04944812779385343,0.685576717486288,0.185,6504.232558139535
C1838662,Metaphyseal irregularity,5378.909090909091,0.11666666666666665,0.013508221424834215,0.7402933209503908,0.11666666666666665,4879.227272727273
C0751295,Memory Loss,3501.4,0.125,0.02389546402021563,0.8371845517497792,0.175,5857.3
C0857460,Increased number of platelets,2196.0714285714284,0.05,0.008752420209747269,0.9100218168314533,0.2,3618.6428571428573
C0178417,Anhedonia,7668.384615384615,0.15,0.027916085847987986,0.6601760252658957,0.15,4048.846153846154
C0003873,Rheumatoid Arthritis,4282.705882352941,0.011764705882352941,0.007167679933342917,0.800172039639253,0.052941176470588235,5137.088235294118
C0003467,Anxiety,4198.267857142857,0.01818181818181818,0.006359145733092148,0.8046684612504151,0.06363636363636364,6263.205357142857
C0581381,Recurrent upper respiratory tract infection,1548.7619047619048,0.2333333333333333,0.11239959056144382,0.9385246409113422,0.5333333333333333,4074.6666666666665
C0240278,Lymphatic obstruction,4034.4,0.05,0.007035293604602523,0.8127455077308816,0.15,4778.95
C0520459,Necrotizing Enterocolitis,3338.5882352941176,0.0,0.006308215934800026,0.8625626740947077,0.1,5135.058823529412
C0332563,Papule,4244.431818181818,0.11000000000000001,0.014798651800108637,0.8002611211825409,0.22000000000000003,5762.113636363636
C1145628,Autonomic nervous system disorders,5807.764705882353,0.0,0.0006237822229583367,0.7442618384401113,0.0,5808.64705882353
C1856786,Hypoplastic fingernails,6226.272727272727,0.2,0.05850930255907096,0.6813085955629815,0.2,5645.363636363636
C0020490,Hyperopia,5848.837209302325,0.0,0.0031690738712970264,0.720684786650553,0.09,7579.7441860465115
C2676676,"BREAST-OVARIAN CANCER, FAMILIAL, SUSCEPTIBILITY TO, 1",2540.8333333333335,0.0,0.005669775490172072,0.8883058714318868,0.25,4427.75
C0025958,Microcephaly,3245.625,0.11666666666666665,0.036870967495527034,0.8439689468877226,0.11666666666666665,8143.208333333333
C0018818,Ventricular Septal Defects,4218.282051282052,0.06060606060606061,0.0178201846628153,0.8042144921698327,0.0856060606060606,6726.794871794872
C1864897,Cognitive delay,4354.846787479407,0.01483606557377049,0.016555778650892777,0.7936106629106512,0.03467213114754098,6931.630971993411
C0085636,Photophobia,3734.7844827586205,0.017424242424242425,0.011529920152119386,0.8247408851351065,0.1621212121212121,6133.387931034483
C4072825,Thickened facial skin with coarse facial features,3509.07476635514,0.10181818181818184,0.0646720698089248,0.8372399872854419,0.16727272727272727,6546.551401869159
C0011882,Diabetic Neuropathies,2287.285714285714,0.0,0.008283334024242701,0.8836048832567422,0.25,3440.785714285714
C0018790,Cardiac Arrest,5064.1,0.0,0.0010776409365016505,0.7584768181185316,0.0,5501.3
C0026106,Mild Mental Retardation,4945.884057971014,0.02857142857142857,0.004493425187591441,0.770443857922916,0.07142857142857142,6660.333333333333
C0553692,Brain hemorrhage,3212.9285714285716,0.15,0.043200733327586435,0.8585282922527041,0.35,4921.0
C0027022,Myeloproliferative disease,1588.0,0.1,0.022313312599346876,0.909111693978924,0.3,5683.0625
C0002888,"Anemia, Megaloblastic",7419.5,0.2,0.10539204127263535,0.6680063599647184,0.2,7648.25
C0151811,Subcutaneous nodule,3035.9811320754716,0.03333333333333333,0.014328982623072913,0.8587532552083335,0.21333333333333332,4306.698113207547
C0023891,"Liver Cirrhosis, Alcoholic",3887.25,0.0,0.004267631828188299,0.8467701128081334,0.1,5222.5625
C0262431,Compression fracture of vertebral column,2750.5714285714284,0.2,0.01510839779707696,0.8535696049760944,0.3,6184.928571428572
C0035228,Respiratory Hypersensitivity,3808.6666666666665,0.05,0.0050327379132272506,0.8120142532150982,0.1,6457.555555555556
C0311375,Arsenic Poisoning,6053.316666666667,0.05,0.0295198503192022,0.7176036191096433,0.05,6353.083333333333
C0239234,Low set ears,4653.050561797752,0.033660130718954254,0.011988137925160717,0.782790202162222,0.0784313725490196,6477.685393258427
C1865186,Bell-shaped thorax,8951.3,0.0,0.00021743053759324928,0.5536269550285422,0.0,5936.7
C1691215,Penile hypospadias,3108.647619047619,0.10545454545454547,0.031146894044114592,0.8549206261759871,0.14181818181818184,6324.885714285714
C0019158,Hepatitis,3960.8636363636365,0.0,0.004524368436201168,0.8087903413048526,0.13333333333333333,4390.227272727273
C0020534,Orbital separation excessive,4139.504166666667,0.0125,0.008972286484966192,0.8063136229300557,0.06666666666666667,6296.858333333334
C0006413,Burkitt Lymphoma,3123.8,0.0,0.0023308005260245135,0.8434314362640423,0.05,8290.6
C0008312,Primary biliary cirrhosis,10137.538461538461,0.0,0.0001477366024079443,0.5418898533234311,0.0,7683.2307692307695
C0019080,Hemorrhage,2148.529411764706,0.05,0.02887167798077474,0.8903377437325908,0.2,5214.058823529412
C3714745,Malabsorption,3576.867469879518,0.10833333333333332,0.04441580358467071,0.8330785032028396,0.23055555555555554,6268.0722891566265
C4024641,Enlarged polycystic ovaries,1443.7,0.3,0.022341839182950095,0.9330440432542814,0.6,2591.5
C1856468,"Round, full face",5023.272727272727,0.0,0.0027372976200654756,0.7623569469623019,0.04,5826.795454545455
C4012968,Mild global developmental delay,3778.8571428571427,0.15,0.08473679427679065,0.7421830757090471,0.15,5189.571428571428
C4280807,Flattening of cranial vault,4399.75,0.2,0.01680792182295824,0.7981021033570135,0.25,6258.9
C0004158,Athetosis,6611.125,0.0,0.0009794628044744276,0.6307715519242375,0.0,7702.5
C0158734,Polydactyly of toes,2769.0,0.35,0.07194309406048047,0.8494291018797865,0.35,6982.166666666667
C0432355,Hypoplasia of nipple,4497.25,0.0,0.00332960638021461,0.7435274592637297,0.1,7273.9375
C0029927,Ovarian Cysts,6328.631578947368,0.0,0.002779963981663597,0.6975165357745869,0.08333333333333333,5798.736842105263
C1442988,Rudimentary vagina,3367.785714285714,0.25,0.04416304258408778,0.8558859026133779,0.55,4870.0
C4021734,Abnormality of mitochondrial metabolism,1346.6666666666667,0.6666666666666666,0.07244333431018629,0.9193480188932202,0.7777777777777778,3693.4444444444443
C0023787,Lipodystrophy,4654.294117647059,0.0,0.0015946211310605032,0.7892107706592386,0.05,6505.058823529412
C0001126,Renal tubular acidosis,7882.1,0.0,0.0007870956054069726,0.6420220912424004,0.0,6263.1
C0011848,Diabetes Insipidus,6406.4,0.2,0.015356484907043064,0.6656031001995638,0.3,4540.4
C0850715,Abnormality of blood and blood-forming tissues,4234.6,0.0,0.0018875410151450319,0.8057757460435327,0.0,6091.5
C0013592,Ectropion,3973.2,0.0,0.003809693875787671,0.8205297859497609,0.1,4810.75
C0005910,Body Weight,10892.857142857143,0.0,0.00011054462067037298,0.4654528152996333,0.0,5492.357142857143
C0023794,Lipoidosis,6405.315789473684,0.0,0.002169657550523155,0.7065906769430773,0.1,7093.473684210527
C0030354,Papilloma,1428.76,0.1,0.013500284076054891,0.9325678060561027,0.36666666666666664,3762.84
C0027092,Myopia,4517.4655172413795,0.05,0.018283465127625364,0.7887158806478102,0.09166666666666666,5538.568965517241
C0341703,Adult Fanconi syndrome,4747.7,0.0,0.0024166828900593824,0.7505476400426974,0.1,5267.2
C0017565,Gingival Hemorrhage,3608.3888888888887,0.4,0.0669590530452445,0.814500441060402,0.4,4234.611111111111
C0007120,Bronchioloalveolar Adenocarcinoma,2116.5384615384614,0.05,0.013281855990844046,0.9260025993316005,0.35,3957.230769230769
C0265215,Meckel-Gruber syndrome,156.25,0.3,0.047300379778318344,0.9917219772569043,0.6,14166.0
C1855773,"Psychomotor retardation, profound",746.75,0.6,0.41491204433636275,0.9632143354533216,0.8,7376.875
C1842688,Hypoplasia of the brainstem,4540.5,0.05,0.005981088159843254,0.7935070814952402,0.08333333333333333,9651.954545454546
C0151632,ESR raised,2179.0,0.1,0.06755889966286929,0.8988949250127687,0.35,4675.0
C0031900,Pierre Robin Syndrome,4842.636363636364,0.05,0.005860623707142532,0.7384363686995264,0.15,5926.909090909091
C0014306,Enophthalmos,4317.809523809524,0.03333333333333333,0.007756659606680288,0.7990917731194086,0.08333333333333333,5111.460317460317
C0857379,Auricular malformation,3602.2195121951218,0.05,0.005681801252158445,0.8330987404722066,0.05,7062.243902439024
C4021977,Visceral angiomatosis,254.69230769230768,0.2,0.03702797616652691,0.9883517452655031,0.45,3332.4615384615386
C0263401,Cutis marmorata,4019.7419354838707,0.03333333333333333,0.012439489264455926,0.8143733159899658,0.13333333333333333,6250.322580645161
C0085623,Akinesia,2659.0,0.2,0.054182908564118205,0.8666658930560713,0.2,4725.538461538462
C1846434,Hypoplastic scapulae,4175.0,0.05,0.00662027409941902,0.7980342554771631,0.05,4043.3076923076924
C0037274,Dermatologic disorders,6750.423913043478,0.0,0.0014741653232035496,0.6847518958511272,0.0,6093.989130434783
C0240538,Convex nasal ridge,2661.1315789473683,0.13333333333333333,0.03013141668847173,0.8775471676193132,0.25833333333333336,5121.184210526316
C0003962,Ascites,3328.5238095238096,0.1,0.007307037369352102,0.8469365248885588,0.1,4523.047619047619
C0011616,Contact Dermatitis,4828.2,0.0,0.0022852692811612123,0.7744842396399152,0.02857142857142857,4789.971428571429
C0034150,Purpura,3160.5555555555557,0.18333333333333332,0.03164370761468503,0.8564441089952005,0.26666666666666666,5197.444444444444
C0221373,Claw hand,4245.7307692307695,0.06666666666666667,0.007951381864981191,0.8110158995556793,0.14999999999999997,4903.884615384615
C0033805,Pseudohypoaldosteronism,1532.6,0.3,0.08017846444087458,0.9289181788648072,0.3,9843.9
C4025819,Abnormality of the hypothalamus-pituitary axis,3821.8333333333335,0.0,0.0008315041460868432,0.8259735437456488,0.0,6538.0
C1167918,CSF lactate increased,377.15625,0.16666666666666666,0.04531300383042799,0.9840468447541617,0.7083333333333333,6850.6875
C0027960,Nevus,2568.1052631578946,0.0,0.004464845712899076,0.8855104930819945,0.15,5551.368421052632
C0993582,"Arthritis, Experimental",3907.025641025641,0.05,0.016621693802146946,0.8167305666573721,0.18333333333333332,4316.461538461538
C0149630,Bicuspid aortic valve,2682.25,0.0,0.010286921241276292,0.8793115454250036,0.3,7272.9375
C0036202,Sarcoidosis,4291.428571428572,0.0,0.004180505559588019,0.8009048723897912,0.0,5958.714285714285
C1849039,Metaphyseal widening,4225.863636363636,0.2,0.02078345515688857,0.8064507391068803,0.25,4228.363636363636
C4082173,Porencephaly,4452.529411764706,0.1,0.00933958754230824,0.7940378365831012,0.2,5705.35294117647
C1854928,Protuberant abdomen,5070.6,0.0,0.0026537834012057616,0.7279662983938353,0.1,4234.266666666666
C0423867,Fine hair,5973.906976744186,0.065,0.03233394370750136,0.7185508273682254,0.065,6517.139534883721
C1849923,Generalized hypopigmentation,6326.083333333333,0.0,0.0002364962101442076,0.6882849849152936,0.0,7021.25
C0544755,Genu varum,5829.137931034483,0.1,0.011350403603048977,0.7284582868821999,0.19999999999999998,4800.551724137931
C0024232,Lymphatic Metastasis,6517.214285714285,0.0,0.0009530756137553331,0.6823817481316438,0.0,6038.285714285715
C0917805,Transient Cerebral Ischemia,2801.6666666666665,0.15,0.08720769693054557,0.8504595033650499,0.2,5454.583333333333
C0041755,Adverse reaction to drug,3599.2833333333333,0.016666666666666666,0.004906762719727918,0.8325161650462857,0.09999999999999999,5100.4
C0728829,Congenital pes cavus,4619.659090909091,0.01111111111111111,0.002882225900265595,0.7846973802019448,0.02361111111111111,7165.818181818182
C0206620,"Lymphangioma, Cystic",3479.095238095238,0.25,0.044895582858821795,0.8296259751114414,0.35,5234.238095238095
C0234985,Mental deterioration,5524.3125,0.0,0.001552873474147236,0.7499227642276424,0.0,4389.875
C0005612,Birth Weight,10639.538461538461,0.0,0.0001933883400992796,0.49092438730040844,0.0,6019.153846153846
C1846803,Small epiphyses,6049.7,0.4,0.06052948590826028,0.6741797001902817,0.4,5482.6
C0398623,Thrombophilia,2249.75,0.55,0.26991135277038897,0.857197901675874,0.7,4421.4375
C0156394,Hypertrophy of clitoris,2404.975,0.3,0.08050717003618714,0.8872792443184456,0.475,6758.95
C1853193,Recurrent skin infections,3146.8571428571427,0.25,0.05251409454540277,0.8492903355621595,0.35,4805.857142857143
C4020874,No development of motor milestones,4945.340425531915,0.02857142857142857,0.007450454392979815,0.7687016716473665,0.02857142857142857,6393.843971631206
C0235430,Ketonemia,6534.363636363636,0.3,0.024659015514523562,0.6706917757356355,0.3,3609.7272727272725
C0034013,Precocious Puberty,4401.185185185185,0.0,0.0023476379250311616,0.8082040563554729,0.0,6533.2962962962965
C0020626,Hypoparathyroidism,8658.375,0.0,0.00020079513529554387,0.5979156028039553,0.0,3835.3125
C0008073,Developmental Disabilities,4259.619047619048,0.0,0.0006482919610983278,0.8117202977959387,0.0,7372.190476190476
C0566899,Small labia majora,3295.0625,0.05,0.008215260583173827,0.8383861009238197,0.25,7953.875
C1321884,Atresia of vagina,5098.7,0.0,0.0008529778123288546,0.7407249269039774,0.0,7263.9
C4025814,Abnormality of the metaphyses,4190.63829787234,0.02,0.012054304724491812,0.8071443514644351,0.13,6248.808510638298
C0002171,Alopecia Areata,5262.6,0.0,0.0036071116637382042,0.7671949691372348,0.1,8138.2
C0031256,Petechiae,3643.6153846153848,0.25,0.0797534662478696,0.8164013182324545,0.25,4786.538461538462
C1837402,Flat occiput,2585.16,0.4333333333333333,0.19236155821650938,0.8860974363737693,0.5333333333333333,6700.28
C3549698,Coxa valga deformity,2621.3636363636365,0.15,0.021341944173064873,0.8658106957665815,0.31666666666666665,4156.136363636364
C0241654,VALVULAR ABNORMALITY,4196.833333333333,0.5,0.27676046587197195,0.8291366906474821,0.5,3976.3333333333335
C0600104,Obsessive compulsive behavior,5402.92,0.15,0.03265492833786436,0.7528980122608211,0.2,8136.16
C0003811,Cardiac Arrhythmia,4018.3092783505153,0.01111111111111111,0.00891549600447632,0.8131956870663768,0.05555555555555556,4542.80412371134
C0423798,Increased tendency to bruise,4160.776119402985,0.14285714285714285,0.02702862728832715,0.8052394801568836,0.20714285714285713,4446.7164179104475
C0020502,Hyperparathyroidism,2929.0,0.0,0.0026685437781340956,0.8500394523091204,0.1,2685.5
C0553980,Endomyocardial Fibrosis,3747.2,0.1,0.009115857642204694,0.8180303522532139,0.1,5415.8
C3203358,Hypoventilation,5500.625,0.0,0.00036781766662984734,0.7393817578541928,0.0,5473.375
C1844704,Platyspondyly,3219.6964285714284,0.10999999999999999,0.019063050958414658,0.8492167806148553,0.21333333333333332,3806.2321428571427
C0751401,Ophthalmoparesis,4443.181818181818,0.0,0.006890175273553081,0.7878573749187784,0.3,5752.818181818182
C1839798,Long nose,7324.733333333334,0.0,0.000376502791471188,0.6645622504874199,0.0,7523.8
C0853897,Diabetic Cardiomyopathies,2477.3,0.0,0.0041390283329669035,0.8725715876920221,0.2,2821.8
C0018924,Hemarthrosis,255.36363636363637,0.35,0.13977700344017946,0.9871112967604194,0.9,3312.4545454545455
C0231686,"Gait, Unsteady",4970.3448275862065,0.03333333333333333,0.008150688015205167,0.7774216524216524,0.2333333333333333,6862.6551724137935
C0266295,Congenital hypoplasia of kidney,7785.25,0.0,0.0004866219524624398,0.6328931475029036,0.0,6898.5625
C0345967,Malignant mesothelioma,5775.242718446602,0.0,0.0037383142705633026,0.7283537505190809,0.06999999999999999,6120.621359223301
C0221765,Chronic schizophrenia,6261.666666666667,0.0,0.000684286918704384,0.7091726618705037,0.0,4583.25
C0019294,"Hernia, Inguinal",4198.443181818182,0.1375,0.030208612433043354,0.8061357202374483,0.19583333333333333,6191.897727272727
