,goterm_id,name,pvalue
47,GO:0048583,regulation of response to stimulus,0.008228167625875549
48,GO:0050789,regulation of biological process,0.008491820196375774
49,GO:0044464,cell part,0.008979372997657683
50,GO:1901700,response to oxygen-containing compound,0.010272945665126017
51,GO:0019221,cytokine-mediated signaling pathway,0.011540633137785828
52,GO:0060170,ciliary membrane,0.011540633137785828
53,GO:0010646,regulation of cell communication,0.013027361753195844
54,GO:0023051,regulation of signaling,0.013779218665634094
55,GO:0002009,morphogenesis of an epithelium,0.015131523280806572
56,GO:0048856,anatomical structure development,0.016331190702692868
57,GO:0061138,morphogenesis of a branching epithelium,0.016331190702692868
58,GO:0065008,regulation of biological quality,0.016745266171733473
59,GO:0055082,cellular chemical homeostasis,0.017176358696918973
60,GO:0048592,eye morphogenesis,0.01999423969763601
61,GO:0009966,regulation of signal transduction,0.01999423969763601
62,GO:0090257,regulation of muscle system process,0.02111118037629758
63,GO:0001763,morphogenesis of a branching structure,0.02111118037629758
64,GO:0042221,response to chemical,0.02134368590356597
65,GO:0097059,CNTFR-CLCF1 complex,0.02134368590356597
66,GO:0019725,cellular homeostasis,0.024013908879535195
67,GO:0051480,regulation of cytosolic calcium ion concentration,0.02427902238775122
68,GO:0017046,peptide hormone binding,0.025051492341965482
69,GO:0042592,homeostatic process,0.025485304825165398
70,GO:0090596,sensory organ morphogenesis,0.02811578114855975
71,GO:0008083,growth factor activity,0.02811578114855975
72,GO:0042562,hormone binding,0.028210176311857255
73,GO:0050801,ion homeostasis,0.02875339762910019
74,GO:0044441,ciliary part,0.02875339762910019
75,GO:0001750,photoreceptor outer segment,0.02875339762910019
76,GO:0070013,intracellular organelle lumen,0.029580595164605622
77,GO:0043233,organelle lumen,0.029580595164605622
78,GO:0031974,membrane-enclosed lumen,0.029580595164605622
79,GO:0021910,smoothened signaling pathway involved in ventral spinal cord patterning,0.0348894594489407
80,GO:0032870,cellular response to hormone stimulus,0.03658796099142929
81,GO:0048048,embryonic eye morphogenesis,0.03658796099142929
82,GO:0002052,positive regulation of neuroblast proliferation,0.03658796099142929
83,GO:0005104,fibroblast growth factor receptor binding,0.03658796099142929
84,GO:0007610,behavior,0.03924740071882481
85,GO:0003012,muscle system process,0.04347209707170952
86,GO:0009725,response to hormone,0.047974406617154894
87,GO:0048878,chemical homeostasis,0.048015408586562745
88,GO:0018108,peptidyl-tyrosine phosphorylation,0.05240172368975279
89,GO:0009605,response to external stimulus,0.05273238221116326
90,GO:0031012,extracellular matrix,0.05396962954801088
91,GO:0018212,peptidyl-tyrosine modification,0.05534301392338015
92,GO:0051094,positive regulation of developmental process,0.05654469570031004
93,GO:0046934,"phosphatidylinositol-4,5-bisphosphate 3-kinase activity",0.05889038524149449
94,GO:0007224,smoothened signaling pathway,0.06534026053238613
95,GO:0009887,animal organ morphogenesis,0.06534026053238613
96,GO:0001822,kidney development,0.0657561852148035
97,GO:0042277,peptide binding,0.0657561852148035
98,GO:0052813,phosphatidylinositol bisphosphate kinase activity,0.06636189929795328
99,GO:0006873,cellular ion homeostasis,0.06767147231982061
100,GO:0021869,forebrain ventricular zone progenitor cell division,0.06867022138258946
101,GO:0071310,cellular response to organic substance,0.06915013481838238
102,GO:1902692,regulation of neuroblast proliferation,0.06915013481838238
103,GO:0005929,cilium,0.07143079999133943
104,GO:0016486,peptide hormone processing,0.07511686155998215
105,GO:0009584,detection of visible light,0.0821039031230526
106,GO:1905330,regulation of morphogenesis of an epithelium,0.08296330831422552
107,GO:0097458,neuron part,0.08302811424532512
108,GO:0008543,fibroblast growth factor receptor signaling pathway,0.08635858621519645
109,GO:0042060,wound healing,0.08635858621519645
110,GO:0051604,protein maturation,0.08635858621519645
111,GO:0051048,negative regulation of secretion,0.08635858621519645
112,GO:0005788,endoplasmic reticulum lumen,0.08635858621519645
113,GO:0005886,plasma membrane,0.08635858621519645
114,GO:0005113,patched binding,0.08635858621519645
115,GO:0035004,phosphatidylinositol 3-kinase activity,0.08635858621519645
116,GO:0008544,epidermis development,0.08898441884094548
117,GO:0001653,peptide receptor activity,0.08898441884094548
118,GO:0003008,system process,0.08962196025162306
119,GO:0006874,cellular calcium ion homeostasis,0.08964428368869126
120,GO:0005201,extracellular matrix structural constituent,0.08964428368869126
121,GO:0050793,regulation of developmental process,0.09582911934634451
122,GO:0006875,cellular metal ion homeostasis,0.09761834869840183
123,GO:0051954,positive regulation of amine transport,0.10082956436047616
124,GO:0005861,troponin complex,0.10294707069658857
125,GO:0016485,protein processing,0.10348562983555294
126,GO:0055074,calcium ion homeostasis,0.10348562983555294
127,GO:2000648,positive regulation of stem cell proliferation,0.11518413673731927
128,GO:0006937,regulation of muscle contraction,0.11854106476018966
129,GO:0072503,cellular divalent inorganic cation homeostasis,0.12038983416947847
130,GO:0098771,inorganic ion homeostasis,0.12145046708344215
131,GO:0050877,nervous system process,0.12145046708344215
132,GO:0014883,transition between fast and slow fiber,0.12402271318602155
133,GO:0051897,positive regulation of protein kinase B signaling,0.13493435342158144
134,GO:0016070,RNA metabolic process,0.13493435342158144
135,GO:0003723,RNA binding,0.13493435342158144
136,GO:0007602,phototransduction,0.13529809345300536
137,GO:0044431,Golgi apparatus part,0.13529809345300536
138,GO:0010647,positive regulation of cell communication,0.14254065357616877
139,GO:0033218,amide binding,0.14254065357616877
140,GO:2000026,regulation of multicellular organismal development,0.14275299907808062
141,GO:0023056,positive regulation of signaling,0.14275299907808062
142,GO:2000252,negative regulation of feeding behavior,0.14275299907808062
143,GO:0033860,regulation of NAD(P)H oxidase activity,0.14275299907808062
144,GO:0008285,negative regulation of cell population proliferation,0.14407276422817794
145,GO:0072507,divalent inorganic cation homeostasis,0.14430755919211444
146,GO:0007218,neuropeptide signaling pathway,0.14430755919211444
147,GO:0016303,1-phosphatidylinositol-3-kinase activity,0.14473417161929628
148,GO:0009653,anatomical structure morphogenesis,0.15195931904255325
149,GO:0062023,collagen-containing extracellular matrix,0.15195931904255325
150,GO:0005796,Golgi lumen,0.15195931904255325
151,GO:1901701,cellular response to oxygen-containing compound,0.15427175760930234
152,GO:0044428,nuclear part,0.15656732595738884
153,GO:0030003,cellular cation homeostasis,0.1604073638038337
154,GO:0016056,rhodopsin mediated signaling pathway,0.16056786037146867
155,GO:0008020,G protein-coupled photoreceptor activity,0.16056786037146867
156,GO:0004713,protein tyrosine kinase activity,0.17001362110344992
157,GO:0035239,tube morphogenesis,0.17279841576461588
158,GO:0046638,positive regulation of alpha-beta T cell differentiation,0.17418406224252356
159,GO:0055065,metal ion homeostasis,0.17418406224252356
160,GO:0044463,cell projection part,0.17418406224252356
161,GO:0120038,plasma membrane bounded cell projection part,0.17418406224252356
162,GO:0035295,tube development,0.18141897599975318
163,GO:0018298,protein-chromophore linkage,0.18272854048323994
164,GO:0071495,cellular response to endogenous stimulus,0.18286536804288014
165,GO:0005654,nucleoplasm,0.18843373610678188
166,GO:2000179,positive regulation of neural precursor cell proliferation,0.1891449021144753
167,GO:0070887,cellular response to chemical stimulus,0.1891449021144753
168,GO:0009582,detection of abiotic stimulus,0.1892677559208432
169,GO:0009611,response to wounding,0.19550703915546183
170,GO:0036092,phosphatidylinositol-3-phosphate biosynthetic process,0.19550703915546183
171,GO:0007268,chemical synaptic transmission,0.19550703915546183
172,GO:0098916,anterograde trans-synaptic signaling,0.19550703915546183
173,GO:0050731,positive regulation of peptidyl-tyrosine phosphorylation,0.19616188381265143
174,GO:0007169,transmembrane receptor protein tyrosine kinase signaling pathway,0.19616188381265143
175,GO:0048596,embryonic camera-type eye morphogenesis,0.19616188381265143
176,GO:0001967,suckling behavior,0.19616188381265143
177,GO:0033605,positive regulation of catecholamine secretion,0.19616188381265143
178,GO:0042622,photoreceptor outer segment membrane,0.19616188381265143
179,GO:0009881,photoreceptor activity,0.19616188381265143
180,GO:0052742,phosphatidylinositol kinase activity,0.19670632154227113
181,GO:0046854,phosphatidylinositol phosphorylation,0.20153710665377153
182,GO:0007601,visual perception,0.20153710665377153
183,GO:0009583,detection of light stimulus,0.2150241496265909
184,GO:0050953,sensory perception of light stimulus,0.2150241496265909
185,GO:0014070,response to organic cyclic compound,0.2150241496265909
186,GO:1990776,response to angiotensin,0.2150241496265909
187,GO:0014733,regulation of skeletal muscle adaptation,0.2150241496265909
188,GO:0043235,receptor complex,0.2150241496265909
189,GO:0022803,passive transmembrane transporter activity,0.2150241496265909
190,GO:0015267,channel activity,0.2150241496265909
191,GO:0051353,positive regulation of oxidoreductase activity,0.21941875867235902
192,GO:0007423,sensory organ development,0.221611643928589
193,GO:0006720,isoprenoid metabolic process,0.221611643928589
194,GO:0048598,embryonic morphogenesis,0.221611643928589
195,GO:0098590,plasma membrane region,0.221611643928589
196,GO:0005634,nucleus,0.221611643928589
197,GO:0022839,ion gated channel activity,0.221611643928589
198,GO:0048565,digestive tract development,0.22228722106397764
199,GO:0001947,heart looping,0.22228722106397764
200,GO:0048562,embryonic organ morphogenesis,0.22737082139243706
201,GO:0048589,developmental growth,0.22737082139243706
202,GO:0022836,gated channel activity,0.22737082139243706
203,GO:0009719,response to endogenous stimulus,0.22770750481387328
204,GO:0061053,somite development,0.2298296657732384
205,GO:0048754,branching morphogenesis of an epithelial tube,0.2298296657732384
206,GO:0099537,trans-synaptic signaling,0.2298296657732384
207,GO:0099536,synaptic signaling,0.2298296657732384
208,GO:0060688,regulation of morphogenesis of a branching structure,0.23501167178041382
209,GO:0050433,regulation of catecholamine secretion,0.23501167178041382
210,GO:0006027,glycosaminoglycan catabolic process,0.24490675696868208
211,GO:0022617,extracellular matrix disassembly,0.24490675696868208
212,GO:0040007,growth,0.24511813617195383
213,GO:0055080,cation homeostasis,0.24511813617195383
214,GO:0014061,regulation of norepinephrine secretion,0.24511813617195383
215,GO:0030214,hyaluronan catabolic process,0.24511813617195383
216,GO:0002237,response to molecule of bacterial origin,0.24511813617195383
217,GO:0031231,intrinsic component of peroxisomal membrane,0.24511813617195383
218,GO:0042575,DNA polymerase complex,0.24511813617195383
219,GO:0005779,integral component of peroxisomal membrane,0.24511813617195383
220,GO:0046834,lipid phosphorylation,0.2493991729940482
221,GO:2000027,regulation of animal organ morphogenesis,0.2493991729940482
222,GO:0051896,regulation of protein kinase B signaling,0.2536293895650661
223,GO:0032879,regulation of localization,0.2631600580186328
224,GO:0003143,embryonic heart tube morphogenesis,0.26482479035300877
225,GO:0046635,positive regulation of alpha-beta T cell activation,0.26482479035300877
226,GO:0072091,regulation of stem cell proliferation,0.26482479035300877
227,GO:0006661,phosphatidylinositol biosynthetic process,0.26507287011845054
228,GO:0048521,negative regulation of behavior,0.26561063817316943
229,GO:0098772,molecular function regulator,0.2658084247527744
230,GO:0006936,muscle contraction,0.2663099355764782
231,GO:0001708,cell fate specification,0.27044465231067494
232,GO:0006026,aminoglycan catabolic process,0.27044465231067494
233,GO:0046637,regulation of alpha-beta T cell differentiation,0.2820372155480742
234,GO:0040008,regulation of growth,0.28208185256889085
235,GO:0007130,synaptonemal complex assembly,0.28785491853147144
236,GO:0048557,embryonic digestive tract morphogenesis,0.28785491853147144
237,GO:0046488,phosphatidylinositol metabolic process,0.30406694425323794
238,GO:0031253,cell projection membrane,0.30763093466701624
239,GO:0120025,plasma membrane bounded cell projection,0.3088180920400056
240,GO:0016020,membrane,0.3088180920400056
241,GO:0045834,positive regulation of lipid metabolic process,0.31011914852503447
242,GO:0090190,positive regulation of branching involved in ureteric bud morphogenesis,0.31011914852503447
243,GO:0007263,nitric oxide mediated signal transduction,0.31011914852503447
244,GO:0008528,G protein-coupled peptide receptor activity,0.31011914852503447
245,GO:0003676,nucleic acid binding,0.31011914852503447
246,GO:0051716,cellular response to stimulus,0.3116408968499758
247,GO:1900182,positive regulation of protein localization to nucleus,0.3116408968499758
248,GO:0016137,glycoside metabolic process,0.3116408968499758
249,GO:0007271,"synaptic transmission, cholinergic",0.3116408968499758
250,GO:0046628,positive regulation of insulin receptor signaling pathway,0.3116408968499758
251,GO:0048666,neuron development,0.3116408968499758
252,GO:0050806,positive regulation of synaptic transmission,0.3116408968499758
253,GO:0060429,epithelium development,0.3116408968499758
254,GO:0001934,positive regulation of protein phosphorylation,0.3116408968499758
255,GO:0070193,synaptonemal complex organization,0.3116408968499758
256,GO:0120161,regulation of cold-induced thermogenesis,0.3116408968499758
257,GO:0009888,tissue development,0.3116408968499758
258,GO:0043502,regulation of muscle adaptation,0.3116408968499758
259,GO:0061213,positive regulation of mesonephros development,0.3116408968499758
260,GO:0014812,muscle cell migration,0.3116408968499758
261,GO:1900078,positive regulation of cellular response to insulin stimulus,0.3116408968499758
262,GO:0022018,lateral ganglionic eminence cell proliferation,0.3116408968499758
263,GO:0014843,growth factor dependent regulation of skeletal muscle satellite cell proliferation,0.3116408968499758
264,GO:0071909,determination of stomach left/right asymmetry,0.3116408968499758
265,GO:1900075,positive regulation of neuromuscular synaptic transmission,0.3116408968499758
266,GO:2000167,regulation of planar cell polarity pathway involved in neural tube closure,0.3116408968499758
267,GO:1990697,protein depalmitoleylation,0.3116408968499758
268,GO:2000541,positive regulation of protein geranylgeranylation,0.3116408968499758
269,GO:0046491,L-methylmalonyl-CoA metabolic process,0.3116408968499758
270,GO:0016037,light absorption,0.3116408968499758
271,GO:0060345,spleen trabecula formation,0.3116408968499758
272,GO:0030704,vitelline membrane formation,0.3116408968499758
273,GO:0007371,ventral midline determination,0.3116408968499758
274,GO:0018277,protein deamination,0.3116408968499758
275,GO:0045818,negative regulation of glycogen catabolic process,0.3116408968499758
276,GO:0042706,eye photoreceptor cell fate commitment,0.3116408968499758
277,GO:0050720,interleukin-1 beta biosynthetic process,0.3116408968499758
278,GO:0048086,negative regulation of developmental pigmentation,0.3116408968499758
279,GO:1903988,iron ion export across plasma membrane,0.3116408968499758
280,GO:0071908,determination of intestine left/right asymmetry,0.3116408968499758
281,GO:0060220,camera-type eye photoreceptor cell fate commitment,0.3116408968499758
282,GO:0072036,mesenchymal to epithelial transition involved in renal vesicle formation,0.3116408968499758
283,GO:0046552,photoreceptor cell fate commitment,0.3116408968499758
284,GO:0060367,sagittal suture morphogenesis,0.3116408968499758
285,GO:0060594,mammary gland specification,0.3116408968499758
286,GO:1905541,regulation of L-arginine import across plasma membrane,0.3116408968499758
287,GO:0030211,heparin catabolic process,0.3116408968499758
288,GO:0070471,uterine smooth muscle contraction,0.3116408968499758
289,GO:0060873,anterior semicircular canal development,0.3116408968499758
290,GO:0022012,subpallium cell proliferation in forebrain,0.3116408968499758
291,GO:0060245,detection of cell density,0.3116408968499758
292,GO:0016038,absorption of visible light,0.3116408968499758
293,GO:1900073,regulation of neuromuscular synaptic transmission,0.3116408968499758
294,GO:1905589,positive regulation of L-arginine import across plasma membrane,0.3116408968499758
295,GO:1905008,regulation of L-lysine import across plasma membrane,0.3116408968499758
296,GO:0060875,lateral semicircular canal development,0.3116408968499758
297,GO:1905010,positive regulation of L-lysine import across plasma membrane,0.3116408968499758
298,GO:0060248,detection of cell density by contact stimulus involved in contact inhibition,0.3116408968499758
299,GO:0048074,negative regulation of eye pigmentation,0.3116408968499758
300,GO:2000539,regulation of protein geranylgeranylation,0.3116408968499758
301,GO:0050712,negative regulation of interleukin-1 alpha secretion,0.3116408968499758
302,GO:0030209,dermatan sulfate catabolic process,0.3116408968499758
303,GO:0060366,lambdoid suture morphogenesis,0.3116408968499758
304,GO:0072285,mesenchymal to epithelial transition involved in metanephric renal vesicle formation,0.3116408968499758
305,GO:0042222,interleukin-1 biosynthetic process,0.3116408968499758
306,GO:0060246,detection of cell density by contact stimulus,0.3116408968499758
307,GO:0042995,cell projection,0.3116408968499758
308,GO:0005898,interleukin-13 receptor complex,0.3116408968499758
309,GO:0017071,intracellular cyclic nucleotide activated cation channel complex,0.3116408968499758
310,GO:0047743,chlordecone reductase activity,0.3116408968499758
311,GO:0031841,neuropeptide Y receptor binding,0.3116408968499758
312,GO:0016515,interleukin-13 receptor activity,0.3116408968499758
313,GO:0015068,glycine amidinotransferase activity,0.3116408968499758
314,GO:1990699,palmitoleyl hydrolase activity,0.3116408968499758
315,GO:0004910,"interleukin-1, type II, blocking receptor activity",0.3116408968499758
316,GO:0000332,template for synthesis of G-rich strand of telomere DNA activity,0.3116408968499758
317,GO:0015067,amidinotransferase activity,0.3116408968499758
318,GO:0000497,DNA template activity,0.3116408968499758
319,GO:0004990,oxytocin receptor activity,0.3116408968499758
320,GO:0003948,N4-(beta-N-acetylglucosaminyl)-L-asparaginase activity,0.3116408968499758
321,GO:0097689,iron channel activity,0.3116408968499758
322,GO:0004493,methylmalonyl-CoA epimerase activity,0.3116408968499758
323,GO:0031703,type 2 angiotensin receptor binding,0.3116408968499758
324,GO:0017098,sulfonylurea receptor binding,0.3116408968499758
325,GO:0048244,phytanoyl-CoA dioxygenase activity,0.3116408968499758
326,GO:0003940,L-iduronidase activity,0.3116408968499758
327,GO:0051051,negative regulation of transport,0.3224989908896915
328,GO:0009967,positive regulation of signal transduction,0.3271036343540438
329,GO:0007031,peroxisome organization,0.3271036343540438
330,GO:1902533,positive regulation of intracellular signal transduction,0.3271036343540438
331,GO:0046395,carboxylic acid catabolic process,0.3271036343540438
332,GO:0016054,organic acid catabolic process,0.3271036343540438
333,GO:0031594,neuromuscular junction,0.3271036343540438
334,GO:0090189,regulation of branching involved in ureteric bud morphogenesis,0.3287637875613439
335,GO:0022400,regulation of rhodopsin mediated signaling pathway,0.3287637875613439
336,GO:0099086,synaptonemal structure,0.3287637875613439
337,GO:0000795,synaptonemal complex,0.3287637875613439
338,GO:0008589,regulation of smoothened signaling pathway,0.3328283194882167
339,GO:0050730,regulation of peptidyl-tyrosine phosphorylation,0.3503171888693992
340,GO:0046639,negative regulation of alpha-beta T cell differentiation,0.3503171888693992
341,GO:0050886,endocrine process,0.3503171888693992
342,GO:0001990,regulation of systemic arterial blood pressure by hormone,0.3503171888693992
343,GO:0045940,positive regulation of steroid metabolic process,0.3503171888693992
344,GO:0005216,ion channel activity,0.3503171888693992
345,GO:0110110,positive regulation of animal organ morphogenesis,0.36373507347393624
346,GO:0002695,negative regulation of leukocyte activation,0.3720847076502802
347,GO:0045582,positive regulation of T cell differentiation,0.3720847076502802
348,GO:2000177,regulation of neural precursor cell proliferation,0.3720847076502802
349,GO:0003044,regulation of systemic arterial blood pressure mediated by a chemical signal,0.3720847076502802
350,GO:0060259,regulation of feeding behavior,0.3720847076502802
351,GO:0031069,hair follicle morphogenesis,0.3720847076502802
352,GO:0042327,positive regulation of phosphorylation,0.37250383462817
353,GO:0030258,lipid modification,0.3791000602397086
354,GO:0043269,regulation of ion transport,0.3820360397475115
355,GO:0022838,substrate-specific channel activity,0.38474289489995966
356,GO:0002053,positive regulation of mesenchymal cell proliferation,0.39514436996539787
357,GO:0061217,regulation of mesonephros development,0.39514436996539787
358,GO:0046427,positive regulation of receptor signaling pathway via JAK-STAT,0.4026910271814249
359,GO:0007275,multicellular organism development,0.41137874083007536
360,GO:0007204,positive regulation of cytosolic calcium ion concentration,0.41503929351327173
361,GO:2001025,positive regulation of response to drug,0.41503929351327173
362,GO:0070371,ERK1 and ERK2 cascade,0.41503929351327173
363,GO:0061005,cell differentiation involved in kidney development,0.41503929351327173
364,GO:0042755,eating behavior,0.41503929351327173
365,GO:0060840,artery development,0.41503929351327173
366,GO:0005794,Golgi apparatus,0.41503929351327173
367,GO:0051606,detection of stimulus,0.4155181992041906
368,GO:0034762,regulation of transmembrane transport,0.4232953939634391
369,GO:0006942,regulation of striated muscle contraction,0.43003164439088376
370,GO:1904894,positive regulation of receptor signaling pathway via STAT,0.43003164439088376
371,GO:0051049,regulation of transport,0.43003164439088376
372,GO:0003009,skeletal muscle contraction,0.4384542607542231
373,GO:0022832,voltage-gated channel activity,0.43935602475930186
374,GO:0005244,voltage-gated ion channel activity,0.43935602475930186
375,GO:0006468,protein phosphorylation,0.45077110707186324
376,GO:0009628,response to abiotic stimulus,0.45077110707186324
377,GO:0004222,metalloendopeptidase activity,0.45077110707186324
378,GO:0033077,T cell differentiation in thymus,0.46110004845266317
379,GO:0010817,regulation of hormone levels,0.46110004845266317
380,GO:0044255,cellular lipid metabolic process,0.46110004845266317
381,GO:0051952,regulation of amine transport,0.46110004845266317
382,GO:0046634,regulation of alpha-beta T cell activation,0.46110004845266317
383,GO:0045621,positive regulation of lymphocyte differentiation,0.46110004845266317
384,GO:0045987,positive regulation of smooth muscle contraction,0.46110004845266317
385,GO:0045880,positive regulation of smoothened signaling pathway,0.46110004845266317
386,GO:0042307,positive regulation of protein import into nucleus,0.46110004845266317
387,GO:0045777,positive regulation of blood pressure,0.46110004845266317
388,GO:0051341,regulation of oxidoreductase activity,0.46110004845266317
389,GO:0050866,negative regulation of cell activation,0.46110004845266317
390,GO:0001817,regulation of cytokine production,0.46110004845266317
391,GO:0030212,hyaluronan metabolic process,0.46110004845266317
392,GO:0045597,positive regulation of cell differentiation,0.46110004845266317
393,GO:0050679,positive regulation of epithelial cell proliferation,0.46110004845266317
394,GO:0042369,vitamin D catabolic process,0.46110004845266317
395,GO:0003051,angiotensin-mediated drinking behavior,0.46110004845266317
396,GO:0045425,positive regulation of granulocyte macrophage colony-stimulating factor biosynthetic process,0.46110004845266317
397,GO:0032690,negative regulation of interleukin-1 alpha production,0.46110004845266317
398,GO:0072233,metanephric thick ascending limb development,0.46110004845266317
399,GO:0048144,fibroblast proliferation,0.46110004845266317
400,GO:0003140,determination of left/right asymmetry in lateral mesoderm,0.46110004845266317
401,GO:0034395,regulation of transcription from RNA polymerase II promoter in response to iron,0.46110004845266317
402,GO:0061033,secretion by lung epithelial cell involved in lung growth,0.46110004845266317
403,GO:0016539,intein-mediated protein splicing,0.46110004845266317
404,GO:0097089,methyl-branched fatty acid metabolic process,0.46110004845266317
405,GO:0060592,mammary gland formation,0.46110004845266317
406,GO:0006601,creatine biosynthetic process,0.46110004845266317
407,GO:0010979,regulation of vitamin D 24-hydroxylase activity,0.46110004845266317
408,GO:0061302,smooth muscle cell-matrix adhesion,0.46110004845266317
409,GO:0007199,G protein-coupled receptor signaling pathway coupled to cGMP nucleotide second messenger,0.46110004845266317
410,GO:0048073,regulation of eye pigmentation,0.46110004845266317
411,GO:0019389,glucuronoside metabolic process,0.46110004845266317
412,GO:0060872,semicircular canal development,0.46110004845266317
413,GO:0021985,neurohypophysis development,0.46110004845266317
414,GO:0010963,regulation of L-arginine import,0.46110004845266317
415,GO:0072023,thick ascending limb development,0.46110004845266317
416,GO:0035772,interleukin-13-mediated signaling pathway,0.46110004845266317
417,GO:0010980,positive regulation of vitamin D 24-hydroxylase activity,0.46110004845266317
418,GO:0006583,melanin biosynthetic process from tyrosine,0.46110004845266317
419,GO:0042660,positive regulation of cell fate specification,0.46110004845266317
420,GO:0030908,protein splicing,0.46110004845266317
421,GO:0019391,glucuronoside catabolic process,0.46110004845266317
422,GO:0034702,ion channel complex,0.46110004845266317
423,GO:0061696,pituitary gonadotropin complex,0.46110004845266317
424,GO:0005712,chiasma,0.46110004845266317
425,GO:0060342,photoreceptor inner segment membrane,0.46110004845266317
426,GO:0097058,CRLF-CLCF1 complex,0.46110004845266317
427,GO:0016914,follicle-stimulating hormone complex,0.46110004845266317
428,GO:0000333,telomerase catalytic core complex,0.46110004845266317
429,GO:0017090,meprin A complex,0.46110004845266317
430,GO:0005760,gamma DNA polymerase complex,0.46110004845266317
431,GO:0005261,cation channel activity,0.46110004845266317
432,GO:0004566,beta-glucuronidase activity,0.46110004845266317
433,GO:0003721,telomerase RNA reverse transcriptase activity,0.46110004845266317
434,GO:0004968,gonadotropin-releasing hormone receptor activity,0.46110004845266317
435,GO:0043404,corticotropin-releasing hormone receptor activity,0.46110004845266317
436,GO:0031751,D4 dopamine receptor binding,0.46110004845266317
437,GO:0015056,corticotrophin-releasing factor receptor activity,0.46110004845266317
438,GO:0038062,protein tyrosine kinase collagen receptor activity,0.46110004845266317
439,GO:0016913,follicle-stimulating hormone activity,0.46110004845266317
440,GO:0016499,orexin receptor activity,0.46110004845266317
441,GO:0050890,cognition,0.462736038888884
442,GO:0030278,regulation of ossification,0.46364983404618904
443,GO:0032496,response to lipopolysaccharide,0.4663830500339219
444,GO:0043434,response to peptide hormone,0.4663830500339219
445,GO:0042445,hormone metabolic process,0.468060631543855
446,GO:0044057,regulation of system process,0.468060631543855
447,GO:0044282,small molecule catabolic process,0.468060631543855
448,GO:0061036,positive regulation of cartilage development,0.468060631543855
449,GO:0048663,neuron fate commitment,0.468060631543855
450,GO:1904591,positive regulation of protein import,0.468060631543855
451,GO:0031904,endosome lumen,0.468060631543855
452,GO:0099094,ligand-gated cation channel activity,0.468060631543855
453,GO:0045937,positive regulation of phosphate metabolic process,0.46918776230849013
454,GO:0010562,positive regulation of phosphorus metabolic process,0.46918776230849013
455,GO:0002824,positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,0.47350933459334055
456,GO:0120162,positive regulation of cold-induced thermogenesis,0.47350933459334055
457,GO:0060562,epithelial tube morphogenesis,0.4850414401473773
458,GO:1903510,mucopolysaccharide metabolic process,0.4850414401473773
459,GO:0007528,neuromuscular junction development,0.4860344644489402
