disease_id,disease_name,gene_entrez_ids,splits
GO:0097191,extrinsic apoptotic signaling pathway,"14082,69635,26885,18439,12043,12048,12050,18708,14102,14103,11546,16668,80797,17311,606496,56484,12070,18854,19878,21926,16175,16176,16432,21938,16691,71609,17210,21945,57913,56637,80707,16452,77125,12366,12370,12122,65020,12125,18015,14049,12015,67184,12018,29810,12028",0
GO:0051881,regulation of mitochondrial membrane potential,"14629,14630,18439,12362,12043,56428,12015,20656,58801,74450,269523,11666,114584,50873,12122,12028,68350",0
GO:0045621,positive regulation of lymphocyte differentiation,"11776,18950,74256,192656,74131,268564,16149,20371,56468,12703,14634,21803,19373,16818,21813,235320,16190,19264,16193,22724,20423,11848,18762,16331,234069,17242,80859,16859,216799,240354,20963,11774,12394,22637,230126,12015,12142,12399,12400,14960,20850,20851,12151,22778,14462,105855",0
GO:0031128,developmental induction,"22413,22414,22417,327826,15257,15258,15396,18986,21418,20674,20681,20682,14165,58198,14173,12387,14182,14186,24063,21869,20471,20473,12159",0
GO:0009266,response to temperature stimulus,"18053,193034,15499,100037258,15511,12696,110616,13211,13864,329003,109359,20655,11441,57138,226101,19652,21833,193740,12372,11606,26457,18015,11370,101739,381677,270190,171382,216190",0
GO:0060479,lung cell differentiation,"14465,74123,15375,17172,15402,252973,18222,231872,21833,101706,20682,21834,22601,19664,14165,16598,76123,14048,12387,30051,18028,21869,108655,12912,19058,20602",0
GO:0065004,protein-DNA complex assembly,"17216,66467,17955,21413,64424,319177,13163,15214,66929,69726",0
GO:0007018,microtubule-based movement,"11776,11777,67203,228355,74117,20615,56455,106633,15114,19726,21647,360213,269209,66713,18457,19290,56350,71840,66722,17828,94245,18472,55978,11820,14252,16559,20655,16561,23859,19893,14265,16572,16573,69697,73668,117197,13518,22223,319565,16593,16594,223697,71514,15194,16348,17754,67166,76895,234847,17755,67042,17758,17762,67685,51810,83431,81896,12009,30957,100502766,232943,232946,68724,20853,21750,18040,53883,56444,77053,11774,11775",0
GO:0033032,regulation of myeloid cell apoptotic process,"257632,12578,11491,17319,21833,12043,17260,19211,21454,14127,93759,20850,16952,17311",0
GO:0034470,ncRNA processing,"20104,12181,68510,66467,53414,64934,239528,56361,14000,68916,102462,67276,245474,83557,18150,234734,69237,83701,192119",0
GO:0098742,cell-cell adhesion via plasma-membrane adhesion molecules,"14464,12550,71436,12557,12558,13837,14735,74769,12561,16402,18189,237979,241568,13602,192167,21808,233651,16180,21813,22329,12737,19266,331461,13131,14804,11477,16728,19294,101489,80883,12404,12661,53883,94332",0
GO:0007519,skeletal muscle tissue development,"17286,17927,17928,17295,13717,26903,12568,21412,26416,18740,18741,56758,56504,15430,11848,18509,15438,15185,20471,17877,12632,12633,286940,13405,114142,18015,12389,54631,17260,108655,17907,20467,215031,20474,328572",0
GO:0061157,mRNA destabilization,"12192,67493,213541,19877,237256,19878,22695,56335,80912,230738,19317,381305",0
GO:0007530,sex determination,"16001,20675,14180,21412,26407,20682,22668,26927,23920,16337,17684,20474,11835,11614,22431",0
GO:0048617,embryonic foregut morphogenesis,"20671,12387,50884,17126,17127,20423,74123,226352,11481,15227,14463",0
GO:0007049,cell cycle,"105988,74117,20104,67849,20620,67981,140557,20878,66713,12704,108961,19361,218914,56739,94244,19247,231600,68275,22200,26554,17345,15170,17350,13006,51791,27215,101206,448987,194908,20962,19821,24061",0
GO:0061013,regulation of mRNA catabolic process,"268420,17164,56335,80912,52502,18458,12192,11810,67493,213541,18983,239528,19877,19878,22695,53422,14265,236732,237256,268491,77134,15568,230738,11991,19317,192119,381305,18173",0
GO:0008286,insulin receptor signaling pathway,"16002,11651,11652,27273,56458,11789,384783,18708,18709,192157,606496,19246,20913,20402,20787,19255,20411,56637,19262,320706,14158,16337,83431,20588,23921,13685,13688",0
GO:0000902,cell morphogenesis,"383491,13828,18439,13836,13844,12822,16412,15901,14366,15902,20512,14369,57373,15398,12331,252973,226352,11835,13380,11848,22601,16974,70737,67157,11350,12387,20586,14462,53890,331401,72333,22174,66720,11941,19130,19645,20671,268996,18119,20679,16598,105689,286940,19171,217331,26362,98558,11518,12550,12043,26380,20751,12053,14107,17180,108829,26401,20779,22319,26416,107829,105782,21821,26433,218952,13132,19277,14158,13649,22362,58208,622434,15205,11622,19303,15211,17260,23928,211323,19324,15228,231830,19353,20890,16798,16800,68018,228790,26554,16842,329165,237523,81879,74206,17886,93687,57342",0
GO:0090305,nucleic acid phosphodiester bond hydrolysis,"73736,239528,67981,230738,59028,237877,12181,75033,22591,78943",0
GO:0072520,seminiferous tubule development,"56739,17128,67561,22187,69260,22589,56436,237911,22431,11835,108829,14463",0
GO:0090103,cochlea morphogenesis,"14048,21380,71461,13542,13543,13544,14633,18504,20682,21417,76365,329421,93840,18994,22418,20471,19353,20378",0
GO:1902253,regulation of intrinsic apoptotic signaling pathway by p53 class mediator,"19941,22059,68428,22062,67025,54673,237877,16149,12505,106298,15387,93759",0
GO:0006879,cellular iron ion homeostasis,"12161,11428,11656,17128,11306,20655,69585,27057,15251,112405,22042,18173",0
GO:0006475,internal protein amino acid acetylation,"22658,17927,17928,54169,73242,21405,270627,17192,269610,57261,21423,17977,16825,78783,18626,14534,18519,74343,17257,20586,228714,16364,12151,328572,244349",0
GO:0003015,heart process,"97064,22040,22601,18091,20655,20112,11793,24052,76757,74006,14775,14360,12540,11421",0
GO:0044060,regulation of endocrine process,"14182,17128,14186,19247,16176,26927,11606,11607,12952,12953,14683",0
GO:0061041,regulation of wound healing,"56193,13829,17927,21898,22417,12306,12575,12576,223650,21672,11818,12335,14127,15289,18750,20670,18753,19015,17096,18761,12491,74318,94175,18787,20963,17127,18024,18792,20720,72828",0
GO:0033144,negative regulation of intracellular steroid hormone receptor signaling pathway,"12034,18626,21412,11848,22061,12753,12953,12952,11865,13983",0
GO:0030888,regulation of B cell proliferation,"106759,21898,384783,22416,74131,16019,12053,208154,22042,320795,117149,12575,22177,12578,67245,14130,108723,21939,237877,19264,12483,12229,17096,16331,12494,12367,114774,17260,12142,72049,243958,12151,381305,22780",0
GO:0036503,ERAD pathway,"227619,22213,50762,66861,74126,22393,30931,230904,52377,67163",0
GO:0042116,macrophage activation,"106759,20617,171285,26903,22040,22177,21926,15289,18754,16452,77125,16476,216161,12259,20963,14824,15979,12273,18173",0
GO:0048642,negative regulation of skeletal muscle tissue development,"18176,56449,13380,17700,14605,270190,12335,71472,22160,20474",0
GO:0050706,regulation of interleukin-1 beta secretion,"257632,383619,18854,18439,66824,12362,15275,66222,230738,216799,22418,15289,14367",0
GO:0045766,positive regulation of angiogenesis,"18176,80898,142980,15364,20356,16392,18186,20620,11535,21907,13078,243862,16153,19229,16542,15139,16175,16176,21813,15289,18751,22339,22341,18119,11852,109901,13388,18127,18132,11350,11482,14173,20319,18787,19303,14824,68585,12266,12394,20848,12273,23797,18811,14461,14463",0
GO:0010507,negative regulation of autophagy,"64704,12257,110147,67811,67588,74374,14083,12043,17772,22059,16846,235439,56208,19025,56717,54197,17751,56312",0
GO:0060348,bone development,"22158,14609,218772,84505,75547,15396,107823,228790,55994,27973,19401,67661,16973,12111,19411,20692,230103,17125,14183,14184,17129,268396,72055,109181,12159",0
GO:0050954,sensory perception of mechanical stimulus,"17920,12289,17921,24064,21380,14725,12550,193034,19339,12815,16531,723860,109205,54422,22295,72088,320790,11418,240411,98845,14366,14623,12576,269473,20512,225055,11941,110886,80297,65962,17196,110253,20655,20656,20273,18994,18997,14775,26557,26941,14401,14402,20674,110789,21834,329421,76365,12367,19156,16470,67671,110935,11994,17754,14051,12005,14182,193385,15211,21872,13429,17910,20471",0
GO:0050765,negative regulation of phagocytosis,"67841,72993,74244,11793,14130,83382,26903,246746,19261,12798",0
GO:0044070,regulation of anion transport,"11911,18439,20617,59020,17319,21934,16176,12349,18750,54208,18627,229709,18000,14805,19164,20963,14182,226407,14186,20983,14077",0
GO:0007254,JNK cascade,"26401,26564,21926,54631,26409,30957,26414,22418,57874,26419,60597",0
GO:0071805,potassium ion transmembrane transport,"15168,16513,16514,16485,16490,140492,16525,110862,18764,16500,16508,15165",0
GO:0008654,phospholipid biosynthetic process,"99712,104418,13026,20773,13480,55979,16332,18701,225326,240752,268656,210992,16592,18704,54673,22038,18717,56703",0
GO:0070059,intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress,"11911,11783,13198,170770,22433,18854,26918,26408,22059,26926,58801,16438,56637,12608,12364,224727,78943,69601,13666,12018,12028",0
GO:0030100,regulation of endocytosis,"108800,104836,73094,228998,67979,71435,19341,56715,225164,19344,19345,12306,16019,22418,234779,18717,224671,72993,23969,232227,66725,192167,52906,14251,18222,93742,22320,60595,20404,83382,12475,11838,22084,80838,22088,13642,12491,106572,13132,13388,104015,215114,16854,56792,20963,74342,12266,72685,19055,19056,19058,20983,380793,216190,105855",0
GO:0002281,macrophage activation involved in immune response,"216161,18754,20963,22177,77125,106759,14824,171285,26903,22040,15289",0
GO:0001501,skeletal system development,"13836,15395,15396,12842,15402,15403,15405,22061,15413,15414,15417,140858,15423,15424,15425,16450,15427,15429,15430,18503,15432,15433,13386,13389,13390,15438,13392,18509,18514,230484,67671,12387,16998,12393,12394,268396,103537,242291,14451,15490,22658,20666,192195,20683,20687,11480,11481,14561,17127,72938,208618,12020,226049,19228,12577,14633,380718,21808,18740,21812,235320,231225,22337,14672,208727,14682,14683,13666,14180,15211,12151,12159,12160,23967,19377,26564,20423,14797,16854,116701,14313,278507,17395",0
GO:0044843,cell cycle G1/S phase transition,"636931,20104,27401,24075,12566,108058,12443,16412,225182,12576,15904,12322,12323,12325,19645,17863,18018,404710,50927,19055",0
GO:2000737,negative regulation of stem cell differentiation,"51810,15526,12454,18024,22601,69131,26380,20848,69562,17979,58202",0
GO:0045446,endothelial cell differentiation,"20672,12168,17128,15214,216527,18128,216850,15413,19130,11481,11482,16542,20671",0
GO:0051783,regulation of nuclear division,"16001,67981,11789,20112,22417,22418,57746,30839,12317,19357,12576,12577,12704,12323,18596,17701,15398,107047,17702,17451,66991,20399,56371,19385,378430,22210,67141,68549,12236,230861,229841,16337,78803,234069,56150,107995,18014,14183,14184,18795,327799,12537,12540,64383",0
GO:0035567,non-canonical Wnt signaling pathway,"22411,59024,22417,22418,93840,22421,22422,20377,19353,14362,14365,14369,71461,26564,54612,20187,20319,13542,13543,13544",0
GO:0032743,positive regulation of interleukin-2 production,"19264,101540,12772,18761,12394,16175,192656,20850,74131,108723,12501,11350,20851,11352",0
GO:0051148,negative regulation of muscle cell differentiation,"606496,22433,79362,17701,434246,81702,14056,212999,17128,17257,13388,20423,15183,214384,18128,22608,12633,17341",0
GO:0002830,positive regulation of type 2 immune response,"16193,77125,12520,58185,18762,16190,16149,15930,14462,216799",0
GO:0008406,gonad development,"12929,56449,67204,14725,15364,14087,53381,12043,97165,71950,11920,12048,14609,22417,17684,17685,22418,20377,56218,108829,12190,13982,66720,22431,23967,15395,15396,18595,22187,15405,13870,18095,20397,21808,26927,21812,26423,13498,11835,20681,20682,71371,73679,73296,16336,16337,237911,11480,12125,11614,232286,20319,14180,83558,17128,67561,14313,15081,16876,30953,56312,20474,12028,14462",0
GO:0032663,regulation of interleukin-2 production,"192656,74131,20371,171285,332579,101540,57765,22695,16175,19122,108723,19264,18761,12501,11350,11352,20186,257632,12772,12394,93675,20850,20851,14462",0
GO:0051897,positive regulation of protein kinase B signaling,"16001,17537,20356,15516,15519,216869,21926,17199,18999,14775,67384,16443,22339,16846,56274,14173,329828,83557,237542,26362,211323",0
GO:0030048,actin filament-based movement,"17888,19877,11464,22376,319565,93742,226352,223697,24052,57342,71960,17913,17882,17918,242687",0
GO:0043388,positive regulation of DNA binding,"71175,16392,97165,22416,12313,15258,57261,13871,18996,18741,18997,16600,21849,16859,12387,15205,20586,16364,214384,14462,64383",0
GO:0003215,cardiac right ventricle morphogenesis,"16449,12166,16392,14463,15214,21808,57246,333654,14106,20348,14462,12159",0
GO:0002026,regulation of the force of heart contraction,"17888,11938,98660,12389,18821,18125,18127,110355,14387,11928,11548,20541,18750",0
GO:0051580,regulation of neurotransmitter uptake,"16416,54208,18627,14758,18125,18000,13489,13490,14580,19164",0
GO:0002204,somatic recombination of immunoglobulin genes involved in immune response,"72544,53314,17350,11628,13870,20947,237877,17685,58230,17688,27354,66362,26909,70238,319583",0
GO:0046889,positive regulation of lipid biosynthetic process,"16835,20411,21416,68041,217166,12912,11666,20787,26457,58805,11606,66968,19225,26874,75387",0
GO:0010038,response to metal ion,"12161,13829,18439,17928,18570,17420,16661,14102,59287,15902,606496,12323,108079,12335,23859,26419,26420,27060,105787,12606,107589,110789,20423,19016,13385,14281,14282,18764,234577,17748,11735,15194,12891,16476,73181,16477,16478,17764,12389,16485,18021,12010,17260,74096,12912,11518",0
GO:0060271,cilium assembly,"67590,56455,16776,106633,67978,73739,654470,19725,19726,93840,76568,269209,105504,66722,68259,74019,97064,74025,52906,55978,320299,231214,380718,16568,74682,244667,73916,21821,27078,98376,104394,67661,18000,216274,20822,11994,73692,13660,219103,57440,71137,81896,12009,72938,76779,244585,245866,67694,20460,102774,15223,54138,53883,104318",0
GO:0055094,response to lipoprotein particle,"12514,20963,106759,12520,21898,12491,14127,17874,56468,16412,16414",0
GO:0030900,forebrain development,"67203,14725,11783,15242,327826,19091,11924,12568,14360,19353,11803,11804,22177,17701,65960,14634,20779,11820,22778,18222,18223,22062,24113,20664,14013,22589,93760,64704,20675,13380,20423,20807,232906,18508,16974,18128,18131,223701,21974,19164,19165,71137,12387,13797,239719,14184,235626,20586,20460,18028,30957,13555,14836,13175,18424,30841,20602,15228,12159",0
GO:0043392,negative regulation of DNA binding,"19712,208258,15111,319757,13198,67087,15901,15902,242466,17701,17702,50754,18627,16452,18005,17240,16870,278507,15214,109552",0
GO:0001702,gastrulation with mouth forming second,"12387,16869,27494,18119,17128,16825,67916,16973,16974,19821,18193,327826,22642,11477,11480,11481,22235,14463",0
GO:0097722,sperm motility,"12290,69260,15502,18830,22431,104111,74288,11441,76856,71099,212670,16833,107970,192195,225865,260305,18011,50525,232286,329954,74469,238055,381290,14447",0
GO:0043409,negative regulation of MAPK cascade,"24064,16001,24066,23939,224640,11910,18439,21898,16396,11789,74256,15505,13844,14870,20377,70686,18472,239659,19246,22062,16176,18226,19252,19255,11450,73914,19261,18750,101568,19264,15170,192195,13636,215748,17096,14154,51791,54612,11350,13405,18015,18016,20319,107746,12389,12391,17128,108909,29811,56310,15357,24063",0
GO:0007212,dopamine receptor signaling pathway,"224129,26941,13488,13489,13490,14672,19216,18390,59287,14680,14681,14682,14683,15194",0
GO:0043547,positive regulation of GTPase activity,"12928,12929,20354,11652,17925,545156,22417,22418,241694,26921,13866,20401,54324,19765,22324,65079,76089,14270,75974,51791,212307,18003,21844,19417,235611,18015,107746,105445,67046,13543,83431,226407,231532,54126,108911,23790,210293,15223",0
GO:0016071,mRNA metabolic process,"66055,11911,56335,214290,15382,13207,387609,11803,12192,11810,67493,16549,213541,239528,18983,22695,11820,207920,664883,20787,54451,56758,18999,69562,378430,66880,230594,12611,17350,19014,237256,20807,20683,229709,230738,11991,231769,78943,67040,67302,54633,81898,12399,20848,381305,74108,67838",0
GO:0032922,circadian regulation of gene expression,"18432,53376,11906,79362,18053,116870,11911,66704,214162,59026,23957,12952,12953,20893,15902,18854,19883,19885,13489,13490,17201,19377,17978,93759,18626,18627,94275,19013,19653,19017,15182,15183,217166,12753,13653,11865,105689,20185,433759,51810,19045,11622,268903,19046,19047,27373,27374,19698,214899,12916,14583,108155,104318",0
GO:0006303,double-strand break repair via nonhomologous end joining,"22594,17350,14375,27223,16969,16881,16882,19090,77782,58230,319583",0
GO:1904894,positive regulation of receptor signaling pathway via STAT,"15458,12803,16451,15205,16452,19109,15208,16392,17096,13869,16846,18128,12978,16818,13078,216439,14360,15163",0
GO:0070997,neuron death,"14082,11652,11783,12043,11920,12048,11798,14102,12568,59287,18970,110876,66593,22059,11820,22061,26926,14775,19645,21834,12367,12369,19164,65020,170719,319583,12028",0
GO:0021537,telencephalon development,"71137,13796,15205,14534,16869,15208,244585,14634,16870,17356,21869,12558,654470,12568,20473,20602,21821,20511",0
GO:0045060,negative thymic T cell selection,"19264,94176,20423,14634,22637,11793,50932,16149,12501,14102",0
GO:0006333,chromatin assembly or disassembly,"15201,93762,15078,15081,14957,116848,216848,22385,74355,50708,50709,15289",0
GO:0003013,circulatory system process,"12288,67972,18438,12168,11535,20112,11793,16531,74006,320790,14360,22040,11418,11548,11421,11550,57246,19877,19878,14247,11816,20648,97064,18091,14381,20655,20656,13617,14775,20541,26433,18627,22339,110279,11848,22601,232906,104394,19274,18127,11475,76757,11606,74840,98660,12389,11622,16493,109934,24052,74617,12540",0
GO:0033500,carbohydrate homeostasis,"230784,12288,12290,11651,16001,18053,19206,20869,20104,27273,56458,20747,17932,228869,15375,17295,74386,15251,15378,18706,18708,18709,12952,12953,20501,11548,21405,14751,50721,12578,22433,56484,21416,380714,108079,19247,18609,20912,103988,58805,19255,22329,11450,105787,17341,12606,231103,14527,16193,93759,19653,18504,68938,110157,16846,16847,16592,54607,18642,20186,18012,83557,20602,74343,12391,57320,14186,381677,12015,20848,20466,16500,11514,12286",0
GO:0000212,meiotic spindle organization,"105988,67141,223593,17451,20878,99412,103733,192119,54204,22589,17886",0
GO:0050810,regulation of steroid biosynthetic process,"22337,73381,238055,14186,22668,93759,16846,217166,22417,20787,13653,53975,11928,14815",0
GO:0043491,protein kinase B signaling,"230784,12192,11651,22084,18504,16202,19211,20682,16367,240752,18095,18706,21939,16948,26362,72508,22174",0
GO:0051291,protein heterooligomerization,"22404,20133,20135,68553,12842,12843,215210,72562,11450,13180",0
GO:0030865,cortical cytoskeleton organization,"235072,259300,21894,192167,18472,18571,22350,22388,104215,12317,105855",0
GO:0048546,digestive tract morphogenesis,"20671,20665,14183,14184,18119,20423,12043,22062,93840,13649,22418,15251,54612,13845,18741,20377,15902,20319",0
GO:0046638,positive regulation of alpha-beta T cell differentiation,"11776,18950,192656,74131,20371,56468,12703,14634,21813,235320,16190,16193,22724,20423,11848,18762,80859,216799,240354,20963,12394,22637,230126,12399,12400,22778,11774,105855",0
GO:0031646,positive regulation of nervous system process,"19211,18189,22421,216856,56216,245537,192167,20907,246317,93742,11441,21938,21960,116837,116838,68073,17136,225908,192119,245880,243961,58234,211323",0
GO:0032729,positive regulation of interferon-gamma production,"18176,14082,66824,16392,21898,192656,22418,74131,12051,171285,15510,15900,21926,18173,14255,12475,225471,12611,27218,12501,11350,11352,110558,12772,15461,12394,72049,223601,15101,27007",0
GO:0035162,embryonic hemopoiesis,"217351,16909,214162,15251,16542,107829,21813,19014,16590,18514,56274,21349,11622,22761,12394,58231,14460,244349,14462",0
GO:0002711,positive regulation of T cell mediated immunity,"14082,18950,18439,74131,268564,20371,19264,16193,58185,18762,110558,216799,12520,12010,21355,223601,14964,14972,14462",0
GO:0002089,lens morphogenesis in camera-type eye,"20481,12387,14184,20666,21418,17268,17684,18742,20664,19130",0
GO:0006413,translational initiation,"66085,73830,68135,223691,53356,216877,27979,16341,13685,54709,56347",0
GO:0097327,response to antineoplastic agent,"19361,16452,17700,433766,22040,12571,230738,67731,237211,12371,13684,12567,13685,14265,105787,72508,22589,69726",0
GO:0001773,myeloid dendritic cell activation,"94176,53314,381319,66824,17000,21803,16364,19664,18129,19698,22034,21813,20375,15289,18106,19164",0
GO:0060706,cell differentiation involved in embryonic placenta development,"11651,20613,15110,20873,23950,16669,12702,14367,108961,75826,13875,16691,207304,56274,17240,12142,213742,13813,58231,18815",0
GO:1903146,regulation of autophagy of mitochondrion,"64704,12257,67588,74374,170731,75788,22059,15185,13043,15251,12539,22333,68350",0
GO:0097192,extrinsic apoptotic signaling pathway in absence of ligand,"14082,12043,12048,12050,14102,80797,17311,606496,56484,16175,16176,16432,17210,56637,12366,12125,14049,12015,12018,29810,12028",0
GO:0001666,response to hypoxia,"12043,19211,56717,22160,15251,16531,12955,18854,53417,14254,13617,20657,18227,16438,18751,18754,22084,19015,12362,12877,18126,68943,13653,11863,21335,18015,20191,12389,18021,56295,18792,68585,17257,15468,13819,12156",0
GO:2001022,positive regulation of response to DNA damage stimulus,"20482,18950,11785,15248,22038,11545,14235,237211,51869,19367,22062,55982,58801,14265,22594,68428,67278,66143,19941,56428,12144,59004",0
GO:1903524,positive regulation of blood circulation,"14528,606496,29856,12389,11848,18091,11928,15214,11441,22003,70008,11548,20191",0
GO:0050679,positive regulation of epithelial cell proliferation,"12161,14595,15364,20356,12166,21380,22413,319757,22416,22418,26903,16153,12443,16542,23967,22433,223650,21416,21929,22061,207920,16568,20666,11835,16193,22339,19014,20423,270152,20682,22346,18124,76365,30923,18128,13649,13395,75605,14165,11482,17242,16476,14173,114142,18015,14048,257632,14178,12387,14180,404710,14183,14184,67561,68585,14824,108655,20848,14451,216439,12540,12159",0
GO:0016049,cell growth,"20356,20357,20869,13193,18186,18187,20361,22284,99982,20878,396184,16412,15516,11548,15519,18080,18844,18846,11820,51886,226352,20404,18997,21813,83767,22330,235072,17984,24136,18762,20682,20430,15185,16210,19411,76884,11350,17755,381022,22241,17762,13796,13542,16870,83431,319974,15468,73205,13175,20346,20350",0
GO:0045662,negative regulation of myoblast differentiation,"14562,21926,19015,20681,20682,13388,13198,18811,69564,15903",0
GO:0007033,vacuole organization,"67841,17921,74244,12421,18439,20615,19338,18704,11793,56208,27419,13853,76959,225326,14387,66615,51897,72512,67526,15944,66508,12751,65114,71900,19164,22241,14824,13033,15211,76524,240752",0
GO:0051784,negative regulation of nuclear division,"67141,107047,14183,14184,17451,67981,66991,20112,229841,78803,56150,19357,378430",0
GO:0033151,V(D)J recombination,"58208,21414,14375,16842,19373,19374,108655,11920,21423,19090,321006,18970,319583",0
GO:0048286,lung alveolus development,"17156,12168,20238,74777,16542,21412,71722,15402,14257,20674,11977,75725,74318,14165,19165,114142,14183,18667,30957,214384,15227",0
GO:0051301,cell division,"56321,74117,331401,69260,26380,71950,22416,74769,93840,22421,66713,16800,14369,12578,22061,18222,13871,18223,18993,51886,21808,15412,107829,235320,330938,26554,19645,17863,192119,16842,51791,18128,21969,21843,99412,21973,237911,14182,14183,12151",0
GO:0045926,negative regulation of growth,"230784,14083,17283,20869,19206,11785,18186,11787,12043,19211,20239,22415,13841,14609,15251,74132,106389,22416,22418,12696,12568,12569,20377,18846,12575,12576,606496,12578,18208,17700,229285,56742,21416,216233,21803,19377,19766,65079,19141,21960,15182,15567,19280,56274,20563,54612,14683,17756,20187,20319,94175,22241,14184,68585,14955,15982,20720,14451,58231,20346,13052,218877,20350,56191",0
GO:0097306,cellular response to alcohol,"15394,11651,18754,19206,319757,104111,108079,56399,225872,235283,107476,16439,12567,105787,237211",0
GO:0098693,regulation of synaptic vesicle cycle,"17920,72194,216963,268934,18951,20615,12298,19211,19339,18189,12558,19085,23821,22421,216856,215449,56216,18717,11551,224671,245537,11938,12322,66725,17957,192167,94245,20907,11438,13488,13489,319924,109880,12217,56508,18750,67903,110784,18751,18752,26431,12361,13002,109905,102866,18645,14809,108124,18786,20964,13542,50791,226407,19056,20977,110835,20979,20980,20983,320127",0
GO:0051053,negative regulation of DNA metabolic process,"22791,225160,20371,12053,17685,17688,11545,54427,237211,51869,13347,22594,17350,58186,77782,27223,21849,65113,12144,16882,21750,14462",0
GO:0045069,regulation of viral genome replication,"56417,19106,228607,13830,21849,16201,58185,12043,67246,84505,18128,22038,192119,15481,80287",0
GO:0045076,regulation of interleukin-2 biosynthetic process,"19264,332579,22695,18761,93675,16175,20850,108723,20371,12501,20851",0
