node_id,degree,protein_id,protein_name,role
3353,17,4878,NPPA,disease
2685,96,3856,KRT8,disease
17502,9,79633,FAT4,disease
4922,60,6934,TCF7L2,disease
7225,14,10232,MSLN,disease
4125,37,5915,RARB,disease
6205,44,8991,SELENBP1,disease
1969,21,2878,GPX3,disease
227,301,324,APC,disease
1973,55,2886,GRB7,disease
2359,59,3399,ID3,disease
606,196,841,CASP8,disease
235,44,332,BIRC5,disease
238,102,335,APOA1,disease
8151,15,143187,VTI1A,disease
250,70,348,APOE,disease
3786,167,5468,PPARG,disease
621,36,864,RUNX3,disease
3413,10,4968,OGG1,disease
2381,8,3439,IFNA1,disease
4990,110,7040,TGFB1,disease
1378,292,1938,EEF2,disease
1388,24,1950,EGF,disease
1394,926,1956,EGFR,disease
1699,162,2475,MTOR,disease
7956,71,11186,RASSF1,disease
5928,143,8626,TP63,disease
11601,42,29108,PYCARD,disease
4633,203,6599,SMARCC1,disease
4232,15,6091,ROBO1,disease
15193,4,59340,HRH4,disease
1088,16,1490,CTGF,disease
3486,52,5074,PAWR,disease
3877,63,5587,PRKD1,disease
5067,142,7124,TNF,disease
1715,11,2520,GAST,disease
1093,395,1499,CTNNB1,disease
14462,9,56287,GKN1,disease
2440,25,3553,IL1B,disease
1444,361,2023,ENO1,disease
3113,10,4583,MUC2,disease
1732,3,2543,GAGE1,disease
3906,7,5617,PRL,disease
5093,1001,7157,TP53,disease
3516,390,5111,PCNA,disease
2460,22,3576,CXCL8,disease
12812,46,51196,PLCE1,disease
4698,441,6667,SP1,pred_lci
3973,202,5705,PSMC5,common_pred_lci
3590,185,5204,PFDN5,common_pred_lci
2312,435,3315,HSPB1,common_pred_lci
776,123,1051,CEBPB,common_pred_lci
3210,438,4691,NCL,common_pred_lci
2315,900,3320,HSP90AA1,common_pred_lci
12,21,20,ABCA2,common_pred_lci
3723,237,5371,PML,common_pred_lci
1676,792,2335,FN1,common_pred_lci
2319,543,3326,HSP90AB1,common_pred_lci
2577,408,3725,JUN,common_pred_lci
3094,48,4538,MT-ND4,common_pred_lci
4631,269,6597,SMARCA4,common_pred_lci
2842,394,4087,SMAD2,common_pred_lci
2843,417,4088,SMAD3,common_pred_lci
7331,125,10376,TUBA1B,common_pred_lci
4900,243,6908,TBP,common_pred_lci
5284,466,7428,VHL,common_pred_lci
4134,257,5925,RB1,common_pred_lci
1062,615,1457,CSNK2A1,common_pred_lci
1063,341,1459,CSNK2A2,common_pred_lci
3620,311,5250,SLC25A3,common_pred_lci
1450,547,2033,EP300,common_pred_lci
3881,312,5591,PRKDC,common_pred_lci
3884,402,5594,MAPK1,common_pred_lci
6189,353,8945,BTRC,common_pred_lci
4142,91,5933,RBL1,common_pred_lci
3885,349,5595,MAPK3,common_pred_lci
48,65,70,ACTC1,common_pred_lci
49,187,71,ACTG1,common_pred_lci
1200,379,1654,DDX3X,common_pred_lci
3889,256,5599,MAPK8,common_pred_lci
3130,29,4601,MXI1,common_pred_lci
571,524,801,CALM1,common_pred_lci
4164,419,5970,RELA,common_pred_lci
3141,26,4613,MYCN,common_pred_lci
4552,135,6502,SKP2,common_pred_lci
5193,1647,7316,UBC,common_pred_lci
2123,611,3065,HDAC1,common_pred_lci
2124,387,3066,HDAC2,common_pred_lci
715,415,983,CDK1,common_pred_lci
206,200,302,ANXA2,common_pred_lci
3662,309,5300,PIN1,common_pred_lci
5588,50,8061,FOSL1,common_pred_lci
597,128,832,CAPZB,common_pred_lci
3291,52,4801,NFYB,common_pred_lci
3292,87,4802,NFYC,common_pred_lci
478,609,672,BRCA1,common_pred_lci
1631,187,2274,FHL2,common_pred_lci
2144,182,3091,HIF1A,common_pred_lci
6108,238,8841,HDAC3,common_pred_lci
4967,88,7015,TERT,common_pred_lci
3048,60,4430,MYO1B,common_pred_lci
5353,172,7528,YY1,common_pred_lci
618,102,861,RUNX1,common_pred_lci
4971,98,7020,TFAP2A,common_pred_lci
749,203,1019,CDK4,common_pred_lci
4973,21,7022,TFAP2C,common_pred_lci
1005,400,1387,CREBBP,common_pred_lci
756,106,1027,CDKN1B,common_pred_lci
2036,148,2959,GTF2B,common_pred_lci
3193,237,4673,NAP1L1,common_pred_lci
14986,33,57644,MYH7B,common_pred_lci
3154,343,4627,MYH9,common_pred_lci
747,892,1017,CDK2,common_pred_lci
5103,142,7168,TPM1,common_pred_lci
5104,103,7169,TPM2,common_pred_lci
5106,92,7171,TPM4,common_pred_lci
7420,1153,10482,NXF1,common_pred_lci
643,60,896,CCND3,common_pred_lci
3179,114,4654,MYOD1,common_pred_lci
638,140,890,CCNA2,common_pred_lci
2305,366,3308,HSPA4,common_pred_lci
385,134,545,ATR,common_pred_lci
10625,312,155871,,common_pred_lci
2310,264,3313,HSPA9,common_pred_lci
3868,395,5578,PRKCA,common_pred_lci
1345,142,1869,E2F1,common_pred_lci
3167,196,4641,MYO1C,common_pred_lci
18281,49,345651,ACTBL2,common_pred_lci
5102,92,7167,TPI1,common_pred_lci
1395,57,1958,EGR1,common_pred_lci
7539,66,10627,MYL12A,common_pred_lci
4357,156,6256,RXRA,common_pred_lci
265,301,367,AR,common_pred_lci
1041,329,1432,MAPK14,common_pred_lci
2201,106,3172,HNF4A,common_pred_lci
6683,136,9612,NCOR2,common_pred_lci
6682,179,9611,NCOR1,common_pred_lci
4635,188,6601,SMARCC2,common_pred_lci
4124,145,5914,RARA,common_pred_lci
2844,302,4089,SMAD4,common_pred_lci
5027,25,7080,NKX2-1,common_pred_lci
3880,229,5590,PRKCZ,common_pred_lci
1201,449,1655,DDX5,common_pred_lci
5213,258,7341,SUMO1,common_pred_lci
1501,48,2101,ESRRA,common_pred_lci
1502,8,2103,ESRRB,common_pred_lci
1508,127,2113,ETS1,common_pred_lci
4976,49,7025,NR2F1,common_pred_lci
3771,107,5451,POU2F1,common_pred_lci
4998,112,7048,TGFBR2,common_pred_lci
7689,13,10855,HPSE,common_pred_lci
3112,43,4582,MUC1,common_pred_lci
4521,277,6464,SHC1,common_pred_lci
3115,6,4585,MUC4,common_pred_lci
4787,225,6772,STAT1,common_pred_lci
1972,1081,2885,GRB2,common_pred_lci
14183,69,55704,CCDC88A,common_pred_lci
4850,140,6850,SYK,common_pred_lci
1015,377,1398,CRK,common_pred_lci
1146,37,1586,CYP17A1,common_pred_lci
4989,23,7039,TGFA,common_pred_lci
4735,525,6714,SRC,common_pred_lci
4101,146,5888,RAD51,common_pred_lci
3209,267,4690,NCK1,common_pred_lci
3870,234,5580,PRKCD,common_pred_lci
1726,410,2534,FYN,common_pred_lci
7743,80,10923,SUB1,common_pred_lci
331,218,472,ATM,common_pred_lci
2509,122,3636,INPPL1,common_pred_lci
2653,75,3815,KIT,common_pred_lci
480,90,675,BRCA2,common_pred_lci
100,286,142,PARP1,common_pred_lci
4730,197,6709,SPTAN1,common_pred_lci
3333,16,4852,NPY,common_pred_lci
1451,116,2034,EPAS1,common_pred_lci
2546,69,3685,ITGAV,common_pred_lci
601,183,836,CASP3,common_pred_lci
4137,261,5928,RBBP4,common_pred_lci
4140,230,5931,RBBP7,common_pred_lci
10842,254,25942,SIN3A,common_pred_lci
4701,98,6670,SP3,common_pred_lci
1630,42,2273,FHL1,common_pred_lci
3172,89,4646,MYO6,common_pred_lci
6258,96,9070,ASH2L,common_pred_lci
3698,105,5339,PLEC,common_pred_lci
4221,78,6047,RNF4,common_pred_lci
4740,72,6720,SREBF1,common_pred_lci
2694,143,3875,KRT18,common_pred_lci
137,49,196,AHR,common_pred_lci
1674,163,2332,FMR1,common_pred_lci
3732,78,5394,EXOSC10,common_pred_lci
1175,234,1627,DBN1,common_pred_lci
4262,448,6134,RPL10,common_pred_lci
6824,203,9759,HDAC4,common_pred_lci
7878,226,11091,WDR5,common_pred_lci
17614,45,79784,MYH14,common_pred_lci
3290,79,4800,NFYA,common_pred_lci
17141,5,338412,TAS2R64P,common_pred_lci
7942,58,11168,PSIP1,common_pred_lci
2313,123,3316,HSPB2,common_pred_lci
298,60,405,ARNT,common_pred_lci
811,190,1107,CHD3,common_pred_lci
3890,93,5600,MAPK11,common_pred_lci
13621,60,54880,BCOR,common_pred_lci
5433,166,7704,ZBTB16,common_pred_lci
6497,26,140465,MYL6B,common_pred_lci
387,38,547,KIF1A,common_pred_lci
4484,234,6421,SFPQ,common_pred_lci
10121,86,23309,SIN3B,common_pred_lci
3022,63,4331,MNAT1,common_pred_lci
5091,102,7155,TOP2B,common_pred_lci
490,62,688,KLF5,common_pred_lci
6124,45,8861,LDB1,common_pred_lci
2513,128,3643,INSR,common_pred_lci
2792,32,4023,LPL,common_pred_lci
639,161,891,CCNB1,common_pred_lci
409,86,581,BAX,common_pred_lci
4679,199,6647,SOD1,common_pred_lci
1866,66,2735,GLI1,common_pred_lci
3939,137,5663,PSEN1,common_pred_lci
3822,67,5524,PTPA,common_pred_lci
925,45,1280,COL2A1,common_pred_lci
2306,517,3309,HSPA5,common_pred_lci
5262,61,7402,UTRN,common_pred_lci
7334,121,10381,TUBB3,common_pred_lci
7594,199,10713,USP39,common_pred_lci
3156,99,4628,MYH10,common_pred_lci
425,158,604,BCL6,common_pred_lci
6088,95,8819,SAP30,common_pred_lci
2143,31,3090,HIC1,common_pred_lci
4974,109,7023,TFAP4,common_pred_lci
1786,109,2623,GATA1,common_pred_lci
6620,14,9536,PTGES,common_pred_lci
5183,77,7298,TYMS,common_pred_lci
13060,237,51593,SRRT,common_pred_lci
2465,15,3586,IL10,common_pred_lci
2249,16,3227,HOXC11,common_pred_lci
4171,65,5979,RET,common_pred_lci
3282,194,4791,NFKB2,common_pred_lci
1624,42,2264,FGFR4,common_pred_lci
2779,166,4005,LMO2,common_pred_lci
1651,72,2305,FOXM1,common_pred_lci
1474,50,2057,EPOR,common_pred_lci
6156,84,8900,CCNA1,common_pred_lci
489,4,687,KLF9,common_pred_lci
5287,391,7431,VIM,common_pred_lci
10956,55,26127,FGFR1OP2,common_pred_lci
162,141,226,ALDOA,common_pred_lci
6910,57,9846,GAB2,common_pred_lci
255,121,355,FAS,common_pred_lci
7335,103,10382,TUBB4A,common_pred_lci
2934,90,4208,MEF2C,common_pred_lci
1138,23,1576,CYP3A4,common_pred_lci
8702,43,148022,TICAM1,common_pred_lci
4742,111,6722,SRF,common_pred_lci
1422,19,1997,ELF1,common_pred_lci
2193,105,3159,HMGA1,common_pred_lci
4161,389,5966,REL,common_pred_lci
2122,205,3064,HTT,common_pred_lci
13161,59,51773,RSF1,common_pred_lci
2373,394,3428,IFI16,common_pred_lci
10252,198,23468,CBX5,common_pred_lci
1085,171,1487,CTBP1,common_pred_lci
1346,31,1870,E2F2,common_pred_lci
2115,121,3054,HCFC1,common_pred_lci
10384,140,23636,NUP62,common_pred_lci
1217,77,1674,DES,common_pred_lci
3299,28,4811,NID1,common_pred_lci
3474,39,5054,SERPINE1,common_pred_lci
3475,17,5055,SERPINB2,common_pred_lci
1106,45,1514,CTSL,common_pred_lci
3511,27,5104,SERPINA5,common_pred_lci
3465,43,5045,FURIN,common_pred_lci
3326,55,4842,NOS1,common_pred_lci
6804,50,9739,SETD1A,common_pred_lci
4630,54,6596,HLTF,common_pred_lci
5811,120,8473,OGT,common_pred_lci
15575,43,64426,SUDS3,common_pred_lci
1761,86,2580,GAK,common_pred_lci
241,69,338,APOB,common_pred_lci
1443,20,2022,ENG,common_pred_lci
2931,66,4204,MECP2,common_pred_lci
1228,16,1719,DHFR,common_pred_lci
337,78,478,ATP1A3,common_pred_lci
604,51,839,CASP6,common_pred_lci
7274,291,10291,SF3A1,common_pred_lci
2066,5,2995,GYPC,common_pred_lci
926,18,1281,COL3A1,common_pred_lci
2692,99,3868,KRT16,common_pred_lci
4996,321,7046,TGFBR1,common_pred_lci
1021,107,1406,CRX,common_pred_lci
1788,42,2625,GATA3,common_pred_lci
15064,60,57794,SUGP1,common_pred_lci
4741,113,6721,SREBF2,common_pred_lci
3221,28,4703,NEB,common_pred_lci
1057,141,1452,CSNK1A1,common_pred_lci
3410,129,4957,ODF2,common_pred_lci
3157,49,4629,MYH11,common_pred_lci
14942,47,57584,ARHGAP21,common_pred_lci
14203,91,55729,ATF7IP,common_pred_lci
510,23,720,C4A,common_pred_lci
3180,72,4656,MYOG,common_pred_lci
1789,36,2626,GATA4,common_pred_lci
605,86,840,CASP7,common_pred_lci
2733,16,3931,LCAT,common_pred_lci
2743,33,3949,LDLR,common_pred_lci
6433,38,9314,KLF4,common_pred_lci
6008,34,8721,EDF1,common_pred_lci
2444,27,3558,IL2,common_pred_lci
4868,69,6874,TAF4,common_pred_lci
3598,72,5213,PFKM,common_pred_lci
3992,104,5727,PTCH1,common_pred_lci
2971,7,4257,MGST1,common_pred_lci
7945,103,11171,STRAP,common_pred_lci
7348,30,10398,MYL9,common_pred_lci
14174,14,55695,NSUN5,common_pred_lci
3441,39,5007,OSBP,common_pred_lci
484,154,682,BSG,common_pred_lci
7686,29,10848,PPP1R13L,common_pred_lci
4008,67,5745,PTH1R,common_pred_lci
13539,28,54760,PCSK4,common_pred_lci
11120,69,26574,AATF,common_pred_lci
3072,27,4502,MT2A,common_pred_lci
6450,22,9334,B4GALT5,common_pred_lci
2395,11,3458,IFNG,common_pred_lci
1712,51,2516,NR5A1,common_pred_lci
1989,67,2902,GRIN1,common_pred_lci
2147,77,3094,HINT1,common_pred_lci
4715,23,6693,SPN,common_pred_lci
3169,65,4643,MYO1E,common_pred_lci
9955,104,23126,POGZ,common_pred_lci
2286,5,3283,HSD3B1,common_pred_lci
2287,5,3284,HSD3B2,common_pred_lci
12921,36,51341,ZBTB7A,common_pred_lci
14971,46,57621,ZBTB2,common_pred_lci
6381,42,9232,PTTG1,common_pred_lci
5901,61,8575,PRKRA,common_pred_lci
11595,66,29102,DROSHA,common_pred_lci
959,18,1316,KLF6,common_pred_lci
3061,26,4487,MSX1,common_pred_lci
6167,30,8914,TIMELESS,common_pred_lci
1347,42,1871,E2F3,common_pred_lci
4430,31,6347,CCL2,common_pred_lci
2896,42,4152,MBD1,common_pred_lci
775,132,1050,CEBPA,common_pred_lci
7435,96,10498,CARM1,common_pred_lci
1419,1866,1994,ELAVL1,common_pred_lci
1424,60,1999,ELF3,common_pred_lci
6289,75,9111,NMI,common_pred_lci
1808,135,2648,KAT2A,common_pred_lci
4756,105,6737,TRIM21,common_pred_lci
4629,147,6595,SMARCA2,common_pred_lci
2039,122,2962,GTF2F1,common_pred_lci
4632,173,6598,SMARCB1,common_pred_lci
7448,290,10521,DDX17,common_pred_lci
7451,265,10524,KAT5,common_pred_lci
5913,279,8607,RUVBL1,common_pred_lci
5279,127,7421,VDR,common_pred_lci
3752,345,5430,POLR2A,common_pred_lci
3891,204,5601,MAPK9,common_pred_lci
3892,107,5602,MAPK10,common_pred_lci
17597,98,79753,SNIP1,common_pred_lci
4926,104,6938,TCF12,common_pred_lci
5437,40,7709,ZBTB17,common_pred_lci
1733,285,2547,XRCC6,common_pred_lci
582,86,817,CAMK2D,common_pred_lci
11207,32,26959,HBP1,common_pred_lci
3276,82,4780,NFE2L2,common_pred_lci
847,219,1147,CHUK,common_pred_lci
1487,97,2071,ERCC3,common_pred_lci
5846,465,8517,IKBKG,common_pred_lci
4951,45,6996,TDG,common_pred_lci
5215,84,7343,UBTF,common_pred_lci
6115,206,8850,KAT2B,common_pred_lci
5096,138,7161,TP73,common_pred_lci
3050,132,4436,MSH2,common_pred_lci
4972,18,7021,TFAP2B,common_pred_lci
2669,225,3838,KPNA2,common_pred_lci
753,137,1024,CDK8,common_pred_lci
2033,87,2956,MSH6,common_pred_lci
7541,38,10629,TAF6L,common_pred_lci
1655,81,2309,FOXO3,common_pred_lci
7161,256,10155,TRIM28,common_pred_lci
3325,193,4841,NONO,common_pred_lci
2430,149,3516,RBPJ,common_pred_lci
6727,196,9656,MDC1,common_pred_lci
144,378,207,AKT1,common_pred_lci
3134,56,4605,MYBL2,common_pred_lci
2438,224,3551,IKBKB,common_pred_lci
1169,218,1616,DAXX,common_pred_lci
7191,195,10197,PSME3,common_pred_lci
6323,68,9149,DYRK1B,common_pred_lci
2495,66,3621,ING1,common_pred_lci
5332,55,7486,WRN,common_pred_lci
5206,502,7329,UBE2I,common_pred_lci
17880,48,80279,CDK5RAP3,common_pred_lci
2925,470,4193,MDM2,common_pred_lci
11770,56,29950,SERTAD1,common_pred_lci
13059,84,51592,TRIM33,common_pred_lci
7436,103,10499,NCOA2,common_pred_lci
5014,110,7067,THRA,common_pred_lci
3343,32,4862,NPAS2,common_pred_lci
1684,259,2353,FOS,common_pred_lci
4757,41,6738,TROVE2,common_pred_lci
14872,49,57492,ARID1B,common_pred_lci
20765,149,121504,HIST4H4,common_pred_lci
424,52,602,BCL3,common_pred_lci
5678,254,8290,HIST3H3,common_pred_lci
4917,81,6927,HNF1A,common_pred_lci
4793,80,6778,STAT6,common_pred_lci
5947,122,8648,NCOA1,common_pred_lci
1995,242,2908,NR3C1,common_pred_lci
1509,52,2114,ETS2,common_pred_lci
10219,61,23426,GRIP1,common_pred_lci
5358,343,7533,YWHAH,common_pred_lci
1521,698,2130,EWSR1,common_pred_lci
4832,81,6830,SUPT6H,common_pred_lci
2825,269,4067,LYN,common_pred_lci
2116,144,3055,HCK,common_pred_lci
727,129,996,CDC27,common_pred_lci
229,94,326,AIRE,common_pred_lci
18153,80,81857,MED25,common_pred_lci
1003,198,1385,CREB1,common_pred_lci
752,138,1022,CDK7,common_pred_lci
2850,38,4097,MAFG,common_pred_lci
4918,21,6928,HNF1B,common_pred_lci
2578,66,3726,JUNB,common_pred_lci
6178,75,8932,MBD2,common_pred_lci
7716,75,10891,PPARGC1A,common_pred_lci
2087,131,3020,H3F3A,common_pred_lci
19562,25,92140,MTDH,common_pred_lci
1654,76,2308,FOXO1,common_pred_lci
640,119,892,CCNC,common_pred_lci
9893,102,23054,NCOA6,common_pred_lci
1206,529,1660,DHX9,common_pred_lci
7351,69,10401,PIAS3,common_pred_lci
725,46,994,CDC25B,common_pred_lci
4313,115,6195,RPS6KA1,common_pred_lci
4314,48,6196,RPS6KA2,common_pred_lci
4315,89,6197,RPS6KA3,common_pred_lci
4841,190,6839,SUV39H1,common_pred_lci
755,312,1026,CDKN1A,common_pred_lci
5881,191,8554,PIAS1,common_pred_lci
6394,94,9252,RPS6KA5,common_pred_lci
6443,53,9325,TRIP4,common_pred_lci
7530,93,10616,RBCK1,common_pred_lci
6515,108,9412,MED21,common_pred_lci
6533,177,9439,MED23,common_pred_lci
7564,191,10657,KHDRBS1,common_pred_lci
2969,75,4255,MGMT,common_pred_lci
5530,83,7913,DEK,common_pred_lci
4014,87,5757,PTMA,common_pred_lci
2999,29,4303,FOXO4,common_pred_lci
5562,50,7994,KAT6A,common_pred_lci
3049,19,4435,CITED1,common_pred_lci
11249,178,27043,PELP1,common_pred_lci
11250,91,27044,SND1,common_pred_lci
730,135,999,CDH1,common_pred_lci
1004,247,1386,ATF2,common_pred_lci
770,26,1045,CDX2,common_pred_lci
1868,29,2737,GLI3,common_pred_lci
1685,35,2354,FOSB,common_pred_lci
12970,67,51433,ANAPC5,common_pred_lci
12971,77,51434,ANAPC7,common_pred_lci
454,399,648,BMI1,common_pred_lci
7568,22,10661,KLF1,common_pred_lci
10382,81,23633,KPNA6,common_pred_lci
4247,471,6118,RPA2,common_pred_lci
2841,186,4086,SMAD1,common_pred_lci
10908,60,26039,SS18L1,common_pred_lci
3871,175,5581,PRKCE,common_pred_lci
7329,22,10370,CITED2,common_pred_lci
6441,67,9322,TRIP10,common_pred_lci
4788,46,6773,STAT2,common_pred_lci
4792,82,6777,STAT5B,common_pred_lci
11968,11,163732,CITED4,common_pred_lci
13121,62,51701,NLK,common_pred_lci
328,63,467,ATF3,common_pred_lci
1620,79,2260,FGFR1,common_pred_lci
2392,21,3455,IFNAR2,common_pred_lci
2523,58,3659,IRF1,common_pred_lci
617,63,860,RUNX2,common_pred_lci
12009,109,951475,,common_pred_lci
2283,61,3280,HES1,common_pred_lci
1787,63,2624,GATA2,common_pred_lci
12700,44,51061,TXNDC11,common_pred_lci
3131,93,4602,MYB,common_pred_lci
14292,151,55835,CENPJ,common_pred_lci
2183,114,3146,HMGB1,common_pred_lci
2185,61,3148,HMGB2,common_pred_lci
20859,32,122953,JDP2,common_pred_lci
10783,67,25855,BRMS1,common_pred_lci
10818,215,25913,POT1,common_pred_lci
4710,59,6688,SPI1,common_pred_lci
3496,54,5087,PBX1,common_pred_lci
2937,43,4211,MEIS1,common_pred_lci
3872,155,5582,PRKCG,common_pred_lci
3873,121,5583,PRKCH,common_pred_lci
3874,179,5584,PRKCI,common_pred_lci
3878,138,5588,PRKCQ,common_pred_lci
3869,202,5579,PRKCB,common_pred_lci
1402,66,1967,EIF2B1,common_pred_lci
5729,309,8350,HIST1H3A,common_pred_lci
21270,117,126961,HIST2H3C,common_pred_lci
14202,22,55728,N4BP2,common_pred_lci
4919,208,6929,TCF3,common_pred_lci
3907,25,5618,PRLR,common_pred_lci
1053,87,1445,CSK,common_pred_lci
2942,103,4217,MAP3K5,common_pred_lci
4359,36,6258,RXRG,common_pred_lci
3273,28,4776,NFATC4,common_pred_lci
3769,24,5449,POU1F1,common_pred_lci
7332,30,10379,IRF9,common_pred_lci
5738,181,8359,HIST1H4A,common_pred_lci
11766,61,29946,SERTAD3,common_pred_lci
1427,63,2002,ELK1,common_pred_lci
4099,265,5886,RAD23A,common_pred_lci
723,161,991,CDC20,common_pred_lci
2295,116,3297,HSF1,common_pred_lci
1349,17,1875,E2F5,common_pred_lci
5333,54,7490,WT1,common_pred_lci
5728,207,8349,HIST2H2BE,common_pred_lci
4015,36,5763,PTMS,common_pred_lci
12809,18,51193,ZNF639,common_pred_lci
731,78,1000,CDH2,common_pred_lci
8189,15,12387,,common_pred_lci
3392,94,4928,NUP98,common_pred_lci
117,93,162,AP1B1,common_pred_lci
3330,35,4849,CNOT3,common_pred_lci
3491,56,5079,PAX5,common_pred_lci
7588,19,10691,GMEB1,common_pred_lci
5198,278,7321,UBE2D1,common_pred_lci
11,54,19,ABCA1,common_pred_lci
3515,115,5110,PCMT1,common_pred_lci
2529,54,3665,IRF7,common_pred_lci
2525,90,3661,IRF3,common_pred_lci
2527,41,3663,IRF5,common_pred_lci
4649,73,6615,SNAI1,common_pred_lci
11406,58,27338,UBE2S,common_pred_lci
46,95,59,ACTA2,common_pred_lci
5043,28,7097,TLR2,common_pred_lci
5731,87,8352,HIST1H3C,common_pred_lci
7846,218,11052,CPSF6,common_pred_lci
11558,79,28996,HIPK2,common_pred_lci
644,83,898,CCNE1,common_pred_lci
7685,73,10847,SRCAP,common_pred_lci
10547,49,24253,,common_pred_lci
6437,125,9318,COPS2,common_pred_lci
19357,23,90780,PYGO2,common_pred_lci
6689,152,9618,TRAF4,common_pred_lci
10539,2,24208,,common_pred_lci
2763,135,3981,LIG4,common_pred_lci
2564,16,3705,ITPK1,common_pred_lci
4691,27,6659,SOX4,common_pred_lci
3684,13,5325,PLAGL1,common_pred_lci
20094,86,4961527,,common_pred_lci
16571,32,200186,CRTC2,common_pred_lci
13531,15,54739,XAF1,common_pred_lci
4978,50,7027,TFDP1,common_pred_lci
5552,22,7975,MAFK,common_pred_lci
10174,12,23373,CRTC1,common_pred_lci
2049,189,2975,GTF3C1,common_pred_lci
2050,51,2976,GTF3C2,common_pred_lci
7690,367,10856,RUVBL2,common_pred_lci
47,466,60,ACTB,common_pred_lci
6216,47,9014,TAF1B,common_pred_lci
9805,291,22938,SNW1,common_pred_lci
649,93,904,CCNT1,common_pred_lci
9867,374,23028,KDM1A,common_pred_lci
1188,382,1642,DDB1,common_pred_lci
2217,691,3192,HNRNPU,common_pred_lci
3787,124,5469,MED1,common_pred_lci
3814,262,5515,PPP2CA,common_pred_lci
754,247,1025,CDK9,common_pred_lci
7412,80,10474,TADA3,common_pred_lci
11017,43,26259,FBXW8,common_pred_lci
2318,86,3324,HSP90AA2P,common_pred_lci
7442,253,10514,MYBBP1A,common_pred_lci
2847,96,4092,SMAD7,common_pred_lci
812,153,1108,CHD4,common_pred_lci
3374,412,4904,YBX1,common_pred_lci
6447,61,9330,GTF3C3,common_pred_lci
3894,115,5604,MAP2K1,common_pred_lci
2893,154,4149,MAX,common_pred_lci
11608,84,29117,BRD7,common_pred_lci
14700,132,57062,DDX24,common_pred_lci
4481,167,6418,SET,common_pred_lci
3477,154,5062,PAK2,common_pred_lci
17334,38,79035,NABP2,common_pred_lci
5094,175,7158,TP53BP1,common_pred_lci
12777,49,51147,ING4,common_pred_lci
10236,446,23451,SF3B1,common_pred_lci
2860,130,4110,MAGEA11,common_pred_lci
45,200,58,ACTA1,common_pred_lci
3484,426,5071,PRKN,common_pred_lci
9820,266,22976,PAXIP1,common_pred_lci
2910,918,4171,MCM2,common_pred_lci
2911,128,4172,MCM3,common_pred_lci
9108,63,150684,COMMD1,common_pred_lci
3350,746,4869,NPM1,common_pred_lci
5533,302,7917,BAG6,common_pred_lci
4648,260,6613,SUMO2,common_pred_lci
1086,149,1488,CTBP2,common_pred_lci
2913,302,4174,MCM5,common_pred_lci
10981,57,26168,SENP3,common_pred_lci
2926,78,4194,MDM4,common_pred_lci
1776,304,2597,GAPDH,common_pred_lci
2197,134,3164,NR4A1,common_pred_lci
3783,83,5465,PPARA,common_pred_lci
3785,54,5467,PPARD,common_pred_lci
3021,3,4330,MN1,common_pred_lci
1510,24,2115,ETV1,common_pred_lci
2281,175,3276,PRMT1,common_pred_lci
7051,259,10013,HDAC6,common_pred_lci
3747,43,5425,POLD2,common_pred_lci
696,100,960,CD44,common_pred_lci
10170,98,23368,PPP1R13B,common_pred_lci
