disease_id,disease_name,gene_entrez_ids,splits
GO:1901505,carbohydrate derivative transmembrane transporter activity,"825856,831629,823951,828955,833308,830623,820005,839717,830504,844096,837958,837199,844370,831193,814811,834652,844000,817378,829287,835178,815850,842477,837998,818031,828400,839920,835570,821114",1
GO:0008289,lipid binding,"829697,843137,837637,840069,830095,842385,833953,834722,818854,826791,819881,830124,841725,838452,842807,817721,827323,841787,839357,829506,831171,821576,828874,821323,825291,820816,836311,827864,833752,819674,830427,834904,831841,835300,822117,835428,818918,835689,843631,818802,827510,816633,830330,827773",1
GO:0016860,intramolecular oxidoreductase activity,"820960,814657,824710,834346,837292,816652,820656,821456,827088,827089,827001,843903",1
GO:0005525,GTP binding,"835297,839938,818915,828874,829740,843917,839248,817170,829589,829654,838263,842807,827706,819069,837151",1
GO:0015103,inorganic anion transmembrane transporter activity,"820864,819329,831361,837763,835085,814735,836886,833308,830623,823712,824353,830882,821924,834090,837805,834353,820914,841649,832693,843323,822336,838469,819783,843976,840139,831308,838861,818769,832468,825304,828255,836198,844135,827626,835178,817515,827641,821114,844415",1
GO:0015144,carbohydrate transmembrane transporter activity,"827908,827274,831629,844415,844057,837530,821531,833308,837667,837413,821416,830504,832431,831156,832694,820921,818492,832703,836043,835151,835152,838744,834652,838877,814817,824035,842477,835570,821114,843519",2
GO:0042887,amide transmembrane transporter activity,"819392,836770,817764,824581,820870,832327,814888,814735,818255,828051,817429,822326,835320,823898,844415",2
GO:0015932,nucleobase-containing compound transmembrane transporter activity,"825856,828955,830623,820005,839717,844096,837958,837199,844370,839124,831193,814811,844000,817378,829287,835178,815850,837998,828400",2
GO:0016874,ligase activity,"835328,837515,831500,833655,839706,817562,832797,831519,828834,824484,830888,825385,819244,842926,816686,828596,832820,819767,835127,842935,821050,839868,829246,844094,835139,828484,833738,840522,822396,816849,835539,833497,838362,824667,819941,835822,839286,820343,828409,824060,814974,833535",2
GO:0004175,endopeptidase activity,"838212,827269,836871,819111,839561,821451,837740,842317,839726,822416,832086,829431,842616,818203,841981",2
GO:0008514,organic anion transmembrane transporter activity,"827908,820491,820363,831629,818060,823951,818576,839057,830355,831126,836505,828955,819995,833308,829982,830623,834078,837536,836770,817439,824740,820005,841013,818232,843321,826811,826685,832446,824895,819392,844096,836550,837958,837199,835152,835025,835280,844370,827860,841044,830806,841557,817231,831193,818002,814811,834652,832096,837344,844000,817378,817764,829287,818536,835178,842477,837998,835570,837363,834806,831479,836729,821114,839550,818687",2
GO:0003712,transcription coregulator activity,"816769,839300,832530,840981,5008022,822041,833693,817830,824615,838057,832173,831023,818868,836538,841922,831683,818887,827336,825037,820831,829409,837113,834815",2
GO:0042625,ATPase-coupled ion transmembrane transporter activity,"835841,829918,835815,843976,832428,837296,837840,839920,829142,838297,816413,834430",2
GO:0004540,ribonuclease activity,"816258,820485,825221,821319,820649,834121,818634,814828,841262,819632,841886,821587,839925,817246,832507,828668,841822",2
GO:0022890,inorganic cation transmembrane transporter activity,"838171,824349,823843,816680,830504,842281,828464,828976,829490,819252,817206,835640,822336,835657,819293,839268,834666,830063,814708,844422,844430,823951,827541,841878,838297,840859,827555,821416,837296,832188,832703,833728,837840,829142,818395,819940,835815,825066,825072,818934,821501,843519,835841,832773,821531,819995,816413,816931,837416,814888,814891,816428,820532,825655,821052,827713,835393,835905,830799,827740,818530,831339,830828,819566,838028,817558,828311,841127,832428,836020,844231,840139,817099,834509,827346,842203,829918,842719,836577,832496,838138",2
GO:0000987,proximal promoter sequence-specific DNA binding,"831648,842177,816194,819332,830313,831147,836364,836428,822318,822287,819248,830543,830450,838518,844120,825116,842462",2
GO:0016746,"transferase activity, transferring acyl groups","839297,820484,834823,834951,831241,821132,829836,820499,829075,829716,839578,822299,837919,838431,825251,840099,822181,839335,841899,832432,840112,820274,824626,818486,818489,842043,834876,824765,835006,835775,843835,818879,835778,831433,831690,831223,816464,844241,834430,821460,825044,817876,818389,818391,834398,843742,819042,839395,821222,824934,829800,836582,837610,819175,828140,841709,842608,830834,830454,820727,829181,824702",2
GO:0050662,coenzyme binding,"834816,826884,840069,814985,831500,824851,829715,823721,832554,817332,815160,832825,829370,835926,828891,835428,826470,839529,844395,831215,819707,836476",2
GO:0015077,monovalent inorganic cation transmembrane transporter activity,"835841,832773,838028,823951,827541,841878,828311,817558,838297,821531,824349,816413,827555,821416,830504,837416,814888,816680,828464,820532,817206,835640,821052,832703,822336,833728,835393,844231,835657,840139,817099,830799,837840,827346,829142,818395,827740,818530,834666,819566,830063,825072,818934,838138,843519",2
GO:0033612,receptor serine/threonine kinase binding,"840320,839684,843915,838668,817173,821402,836643,829480,826934,844348,827583,824129,831170,843334,824650,834892,819924,836699,817267,815862,836344,843513,823804",2
GO:0003727,single-stranded RNA binding,"828165,815374,836751,825489,829972,841886,828579,830770,830899,836789,824246,837178,838591,821569,824514,826698,827211,818299,843469,820961,816870,842216,817131,830322,835186,843507,843129,837243,829949",2
GO:0015179,L-amino acid transmembrane transporter activity,"824740,836550,818536,818060,818576,827860,841044,818232,826685,839550,818687",3
GO:0015298,solute:cation antiporter activity,"818530,832773,840139,838028,819373,825072,820532,835640,818395,824349",3
GO:0008270,zinc ion binding,"829440,836482,844291,841221,831884,824205,835598,815374,837904,834065,820499,821784,821146,844314,840476,817399,820771,830120,837290,831660,835244,830768,818295,825145,815035,828222,828868,820806,831049,817866,824395,826702,841167,831186,825427,816723,822359,834904,821084,836701,836828,815842,819042,831077,828134,818024,829034,821357,825326,829549,829679,835567,839031,820984,818937,829947,828798",3
GO:0016209,antioxidant activity,"816773,824072,824073,832395,838544,840476,837405,837028,830517,829366,824631,837304,836533,822203,819778,828994,828613,818766,817365,829661,817636,820335,826480,835183",3
GO:0031406,carboxylic acid binding,"829829,829446,831500,834722,819244,838452,842807,827323,841787,827710,828874,834904,819674,830427,824923,843631,834545,827510,841725",3
GO:0032553,ribonucleotide binding,"829568,839938,840069,841221,841097,827019,831884,843917,815120,817170,823955,824085,829589,841627,840476,835613,837151,823720,823721,832554,819244,829740,833836,830768,828213,838837,824631,829947,825145,827706,832825,842807,815160,828222,824385,832710,836809,822474,828874,842697,842573,839248,814930,820438,829654,835926,824667,828891,836701,817883,821983,835297,830818,815842,835428,818915,826470,824423,828134,831462,832744,839529,819042,819069,828531,823668,835701,838263,820984,819707,817149,818558",3
GO:0016298,lipase activity,"823875,831268,829733,826791,841961,835981,841709,817197,819376,820816,832049,818802,825433,821243,821244,819999",3
GO:0016879,"ligase activity, forming carbon-nitrogen bonds","837515,839706,832797,831519,828834,824484,830888,819244,842935,821050,839868,833738,816849,835539,833497,824667,828409,822396,833535",3
GO:0016853,isomerase activity,"824710,839942,817546,816652,820238,838927,843410,831513,825376,830881,835105,832035,820006,835623,834346,837292,831151,820656,834607,830139,831419,814657,826696,837193,837834,828492,844237,824526,821456,827088,827089,821718,820960,824678,842603,821233,819187,816757,825208,827001,836476,843903",3
GO:0022804,active transmembrane transporter activity,"819329,835841,827908,832773,844294,827274,820236,838028,823951,844415,817429,836505,838297,821531,828955,824349,833308,816413,820005,821416,830504,814888,823851,832428,819373,816680,837296,834353,838138,820532,822326,835640,828988,832703,822336,837958,819783,834248,843976,844231,840139,824655,837199,837840,827346,844370,825814,829142,831193,818395,829918,844000,823906,818530,835815,818409,817515,842477,830063,825072,839920,819314,835570,818031,818934,835320,821114,834430,843519",3
GO:0016741,"transferase activity, transferring one-carbon groups","844160,841092,819593,830731,827788,831244,832396,829072,834961,819219,829210,821147,835618,844066,816804,818083,819878,822186,825516,831660,835504,843313,829240,817721,827839,829949,828611,821577,829387,837964,819021,840272,831315,838621,839393,829668,816870,817642,844013,825326,829551,832503,828020,830839,827640,821629",3
GO:0033218,amide binding,"829697,824451,829829,829446,840069,831500,844173,844174,816910,817173,843160,837531,827931,843550,832825,819386,844348,837949,830273,838353,835028,839515,828891,835428,817636,817637,839295,819707,839807",3
GO:0003690,double-stranded DNA binding,"819332,821383,841095,841223,829706,827019,827788,830986,830990,822287,831244,836364,832914,843536,829972,830996,832534,843671,836248,828570,838683,825116,827164,836894,831648,841383,831147,842157,822318,819248,831025,837427,836280,842938,829758,826816,838268,842177,816194,835780,816705,830024,841418,826571,836428,830543,843983,819151,824147,821463,844120,836828,836062,831227,842462,844382,834786,837479,830313,829547,827121,830065,828659,820212,820213,830450,820727,838518,821625,826875,820732",3
GO:0015293,symporter activity,"822336,821416,830504,814888,823951,827346,843519,818934,821531,832703",3
GO:0008378,galactosyltransferase activity,"829344,829924,837348,815657,836343,840236,827853,817068,839601,819829,824919,827960",3
GO:0042623,"ATPase activity, coupled","827876,835165,836808,823849,827054,832467,836723,840026,821947,824477,832830,829727",3
GO:0003697,single-stranded DNA binding,"816705,830024,830986,827019,843467,830990,841422,831025,824147,824379,829758,836894",4
GO:0004497,monooxygenase activity,"827011,835334,832524,839311,824861,824479,817457,822709,816952,842553,817599,828993,838211,841029,833607,824011,817488,829779,828374,829277,833889,830693,828781,836464,828019,818686",4
GO:0022834,ligand-gated channel activity,"835393,835905,827555,839268,816931,834666,817099,817206,828311,821052",4
GO:0022803,passive transmembrane transporter activity,"831361,819204,820870,828051,827541,836886,828311,840859,827555,816931,837805,820914,819252,832693,817206,825655,819000,821052,824510,833728,835393,835905,839235,832072,835657,831947,842187,817099,818255,832468,825304,823898,829662,819940,825316,839268,831081,834666,831339,819566,818293,818294,827641",4
GO:0015926,glucosidase activity,"842944,842945,841572,840454,841670,841169,820082,819829,836504,832669",4
GO:0019887,protein kinase regulator activity,"824226,827331,834754,843685,817831,841386,816875,825196,824012,834284,837423,832243,829019,834940",4
GO:0015605,organophosphate ester transmembrane transporter activity,"820005,837958,835178,831629,842477,834652,835570,844370,839124,831193,821114,828955,833308,830623",4
GO:0015112,nitrate transmembrane transporter activity,"820864,822336,837763,838469,836198,834090,840139,831308,835085,838861,814735,841649,843323,828255",4
GO:0016782,"transferase activity, transferring sulfur-containing groups","829440,830592,837318,815981,837903,829746,814903,818937,837370,836701,836734",4
GO:0032451,demethylase activity,"828132,836101,825478,827788,836428,833487,828371,836057,839963,827933",4
GO:0052689,carboxylic ester hydrolase activity,"824208,838554,822556,820651,829869,819376,832049,833840,814906,831443,825433,824030,835943,827371,841709,831345,819318,831225,816890,816892,832511",4
GO:0019200,carbohydrate kinase activity,"837752,838689,817697,827299,821543,835764,836279,828733,832706,842961,835027,843988,829034,829420,829043,837111,837112,841468,819837",4
GO:0098772,molecular function regulator,"841220,843526,821514,839436,831501,817170,827923,820890,824226,834722,843685,820775,817831,843561,822058,841386,837423,830000,837808,838452,825653,828213,822207,827328,834626,827331,831171,834627,834754,835397,837958,818626,825162,819016,820428,824012,827596,818766,820816,839250,828756,827864,829019,830427,841182,839135,835296,818914,836583,828905,844010,816875,825196,834284,841454,843631,818411,841842,832243,820981,827510,817145,834940,818685,818558",4
GO:0003725,double-stranded RNA binding,"841383,830986,817386,830990,825455,838161,823508,839574,837498,834109",4
GO:0016765,"transferase activity, transferring alkyl or aryl (other than methyl) groups","844288,838275,830724,827145,829834,844173,838289,838290,825107,835991,824345,835993,827931,844187,818978,829616,829489,830002,825145,819386,838203,835392,819010,819654,839501,830159,838993,821203,818260,831587,817636,825317,843367,832872,834026,818540,842096,816379",4
GO:0035251,UDP-glucosyltransferase activity,"827912,835603,837152,834978,824238,819887,828081,837058,837068,832206,820307,837075,827612,823393,843365,827498,828792,843130,839933",4
GO:0017111,nucleoside-triphosphatase activity,"819718,830986,834316,830990,825490,817170,829589,818197,824477,816413,829727,837151,834213,835621,823849,827054,834232,821947,827580,832830,829506,827075,836808,824649,839248,832467,841812,829654,829786,840026,838492,835165,829025,818915,827876,835556,835941,831975,828520,842852,835180,824048,836723,835701,832758,832121,836603,821116",5
GO:0016671,"oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor","821056,838562,834313,844010,841804,818766,828274,829874,825817,841082",5
GO:0015171,amino acid transmembrane transporter activity,"820363,818060,818576,839057,830355,836505,834078,829982,837536,817439,824740,841013,818232,826685,832446,836550,835025,827860,841044,837344,818536,836729,839550,818687",5
GO:0016709,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen","828993,824861,827011,838211,830693,833607,832524,839311,817488,817457,828374,842553,829277,817599",5
GO:0005261,cation channel activity,"827541,828311,840859,827555,816931,819252,817206,825655,821052,833728,835393,835905,835657,817099,819940,839268,834666,831339,819566",5
GO:0004888,transmembrane signaling receptor activity,"816291,839268,839621,843562,839277,833552,842930,821717,843513,814714,840859,827934,822207",5
GO:0015250,water channel activity,"839235,825316,819204,820870,831947,818255,828051,818293,818294,827641,823898,829662,824510",5
GO:0050897,cobalt ion binding,"836482,841221,815382,821784,819864,844314,836895,841263,830768,828222,820806,836809,820428,826702,831186,816723,842836,838362,839515,829661,815842,826468,828134,830953,829549,825326,821104,839031,820984,820729,838651,838652,839295",5
GO:0042054,histone methyltransferase activity,"839393,844066,818083,819878,816870,819593,827788,831244,834961,832503,830839,817721,829210,821629",5
GO:0015562,efflux transmembrane transporter activity,"818265,819329,838916,835813,843693,819314,841044,822519,843449,814938",5
GO:0016810,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds","832386,823555,823556,823557,832387,836228,841602,829969,831635,841237,829484,841263,823605,836551,832328,819915,834380,835019,836175,836431,826449,831318,838109,835934,835936,833761,826468,831077,828392,818408,832875,831093",5
GO:0008266,poly(U) RNA binding,"824514,828579,827211,818299,843469,815374,836751,825489,830770,836789,824246,843129,837178,837243,829949,838591",5
GO:0004553,"hydrolase activity, hydrolyzing O-glycosyl compounds","834566,840454,822284,818580,836504,832667,832669,821668,826535,836778,819632,843185,834996,843319,842944,842945,841670,834891,817355,820429,827725,835664,841169,823634,817745,824919,842839,829788,841572,820584,820591,841584,819056,820082,831347,819829,819196",5
GO:0016667,"oxidoreductase activity, acting on a sulfur group of donors","828288,830336,835074,834313,838544,819858,820118,838562,829874,824631,821056,828994,841804,831437,818766,824655,825817,844010,828274,820984,841082",5
GO:0004864,protein phosphatase inhibitor activity,"835296,834626,834627,834722,835397,818626,828905,818411,827596,843631,827923,838452,827510,817145,830427",5
GO:0005509,calcium ion binding,"843137,824198,825490,818708,818709,827773,830366,830623,834727,818859,843950,827826,834244,834756,841671,819272,833755,843998,818153,835178,828781,817901,814844,829437",5
GO:0005319,lipid transporter activity,"842275,822148,821576,829801,838568,839662,835152,835280,843321,824895",6
GO:0016407,acetyltransferase activity,"820727,820484,834823,821132,820499,829716,840099,822181,820274,824626,818486,818489,842043,834876,824765,835775,835778,831433,844241,818391,821222,836582,830834,831223",6
GO:0080161,auxin transmembrane transporter activity,"818265,838916,835813,844105,843693,819314,818390,822519,843449,831866,831515",6
GO:0016651,"oxidoreductase activity, acting on NAD(P)H","824454,828554,836751,819858,834842,831645,829729,824631,838591,820417,828994,831437,818766,829779,842710,839009,823906,835179,834417,820984",6
GO:0008170,N-methyltransferase activity,"839393,844066,819878,816870,819593,831244,837964,819021,829072,834961,832503,830839,817721,821629",6
GO:0016763,"transferase activity, transferring pentosyl groups","827905,843779,830985,833302,817690,824612,827940,834088,838450,844345,829626,835643,828353,822338,814663,839635,839636,839652,825446,824557",6
GO:0005516,calmodulin binding,"819332,824836,816390,817159,818436,818701,829710,821519,832914,836884,814997,816762,835736,836377,818713,838812,819232,820128,816931,819625,836011,836525,821941,823994,834620,835393,818754,843716,819784,817609,832971,830800,819282,837076,836437,821718,829915,835548,829918,816864,834017,829282,816993,818914,828525,831599,836723,829172,839925,838394,829179,841596,827773",6
GO:0070011,"peptidase activity, acting on L-amino acid peptides","829184,821379,818691,827269,829446,829829,836871,838281,839561,820364,830092,828558,822416,818203,841122,819111,836138,844204,839726,827833,816954,838212,821451,842317,842876,830548,832086,830299,835165,821610,837740,829431,842616,841596,841981",6
GO:0008080,N-acetyltransferase activity,"840099,820484,836582,831433,831223,821132,844241,824626,830834,818486,820727,818489,818391,835775",6
GO:0016779,nucleotidyltransferase activity,"818562,830853,841733,825233,818449,835603,832042,827179,819244,838580,816697,831548,834883,834503,828232,841422,835675,834400,827118,828784,828792,818559",6
GO:0035091,phosphatidylinositol binding,"829506,831171,822117,826791,835689,817721,820816,818802,816633,830330,827773",6
GO:0019783,ubiquitin-like protein-specific protease activity,"818691,827269,838281,821610,830092,820364,828558,842317,842876,830548,841596",6
GO:0044877,protein-containing complex binding,"843137,817539,840068,844304,838801,818577,834077,843934,828582,824743,833835,839983,837558,830008,840123,842174,830533,821195,824908,825295,829139,838614,843350,836440,821850,838879,839267,824049,836723,819188,822136,817278,820351",6
GO:0051213,dioxygenase activity,"841793,823650,818241,838314,832524,830765,838125,827124,844180,814677,841944,820667,836478,824287",6
GO:0015399,primary active transmembrane transporter activity,"835841,844294,820236,817429,838297,836505,816413,816680,832428,837296,822326,844231,843976,837840,825814,829142,829918,823906,835815,830063,839920,818031,819314,838138,834430",6
GO:0008483,transaminase activity,"836707,843395,829510,837542,837543,842598,832075,828460,844376,815822,817648,829330,829715,821784,838940,817437",6
GO:0004518,nuclease activity,"816258,820485,825221,827021,842263,841886,820351,820649,841262,819632,828858,830533,821319,834121,818634,821587,828246,829786,841822,817246,843874,819685,814828,839925,832507,828668,837373,823551",7
GO:0004857,enzyme inhibitor activity,"841220,843526,839436,817170,827923,824226,834722,820775,817831,843561,841386,838452,834626,834627,818626,835397,820428,827596,830427,841182,835296,818914,836583,828905,816875,834284,818411,843631,820981,827510,817145,834940,818685",7
GO:0015291,secondary active transmembrane transporter activity,"827908,832773,827274,838028,823951,828955,821531,824349,833308,820005,821416,830504,814888,823851,819373,834353,820532,835640,828988,832703,822336,837958,834248,840139,824655,837199,827346,844370,831193,818395,844000,818530,818409,817515,842477,825072,835570,818934,835320,821114,843519",7
GO:0008234,cysteine-type peptidase activity,"841122,818691,838212,827269,838281,821610,839561,820364,830092,828558,842317,842876,830548,829431,830299,841596,841981",7
GO:0016811,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides","835936,832386,832387,836228,831077,832328,835019,829484,836175,836431,826449,829969,823605,831318,838109",7
GO:0061630,ubiquitin protein ligase activity,"831392,817857,819911,833768,821357,824718,824143,844178,837427,814644,839223,842458,828381,822078,816799",7
GO:0140030,modification-dependent protein binding,"816224,816225,821986,830019,833475,821195,830444,833835,844304,830065,832690,831635,829143,841881,838013",7
GO:0016903,"oxidoreductase activity, acting on the aldehyde or oxo group of donors","816962,844291,833914,819567,837904,842198,832185,822042,832221,838046",7
GO:0060089,molecular transducer activity,"825473,835842,842374,833930,816394,835470,837775,833552,820883,840859,823965,827934,843550,816928,814753,834722,816291,817145,823721,843562,842288,842930,838452,827319,834618,844350,822207,822593,830019,835397,839621,842951,821705,843639,839506,843987,835028,821717,835926,830427,839268,826470,837483,818411,839277,827510,829175,843513,814714",7
GO:0008092,cytoskeletal protein binding,"843137,817539,840068,828814,838801,818577,843412,828826,816539,843934,821279,820128,835234,824484,824743,838571,828972,829484,831534,820916,824500,837558,830008,817976,842174,820159,830911,836671,831810,827075,824260,817218,824908,825295,830544,819026,829139,838614,843350,817750,821850,839267,835556,839140,841446,838633,823923,831988,836723,832758,819188,822136,820345,827773,843134",7
GO:0008757,S-adenosylmethionine-dependent methyltransferase activity,"819593,830731,831244,832396,829072,834961,835618,844066,819878,822186,825516,835504,843313,817721,830839,828611,837964,819021,840272,838621,839393,829668,816870,817642,844013,829551,828020,832503,827640,821629",7
GO:0016836,hydro-lyase activity,"823555,823556,823557,828805,827149,821134,828815,815120,819870,844193,832035,819364,829737,841129,825259,817195,823601,833841,839859,821812,817329,818226,841785,830912,832326,819152,824280,837725,829022,843741,835168,834273,843377,835571,816756,820728",7
GO:0005267,potassium channel activity,"833728,835393,827555,835657,834666,817099,819566,827541,817206,828311,821052",7
GO:0016846,carbon-sulfur lyase activity,"824132,825317,836709,842598,824872,826730,828460,826317,829933,841263,816812,837370,828726,837082",7
GO:0022853,active ion transmembrane transporter activity,"819329,835841,832773,838028,823951,844415,838297,828955,821531,824349,833308,816413,820005,821416,830504,814888,816680,832428,819373,837296,838138,820532,835640,828988,832703,822336,837958,819783,843976,844231,840139,837840,827346,844370,829142,831193,818395,829918,818530,835815,818409,830063,825072,839920,818934,821114,834430,843519",7
GO:0008276,protein methyltransferase activity,"819593,830731,827788,831244,832396,829072,834961,829210,844066,818083,819878,829240,817721,830839,837964,819021,839393,816870,832503,821629",7
GO:0003924,GTPase activity,"829506,818915,834213,835621,831975,824649,839248,825490,817170,829589,829654,818197,836603,837151",8
GO:0008047,enzyme activator activity,"831171,843685,820775,844010,839436,831501,841454,818766,820816,837808,828756,825653,827864,829019,818558,822207",8
GO:0008028,monocarboxylic acid transmembrane transporter activity,"837344,820491,831629,842477,834652,835280,817231,835570,818002,843321,821114,826811,833308,824895",8
GO:0003779,actin binding,"843137,817539,840068,838801,818577,843934,824743,837558,830008,817976,842174,817218,824908,825295,829139,838614,843350,821850,839267,838633,836723,819188,822136",8
GO:0016705,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen","827011,832524,817548,839311,844180,824861,818973,824479,820387,829220,830765,817457,817208,842553,819647,820288,828993,817599,838211,818241,833607,817488,814677,828374,834266,829277,824287,830693,830441,828781,838125,825331,828019,836478",8
GO:0005310,dicarboxylic acid transmembrane transporter activity,"819392,832096,836770,817764,836550,818060,831479,827860,837363,831126,830806,834806",8
GO:0008374,O-acyltransferase activity,"839297,834951,820499,829075,829716,822299,839335,841899,840112,820274,842043,824765,835778,816464,818389,824934,828140,841709,842608,829181",8
