disease_id,disease_name,gene_entrez_ids,splits
GO:0002703,regulation of leukocyte mediated immunity,"3077,3592,3593,54795,7186,8723,7189,3606,8741,11314,567,3133,3134,3135,201294,135250,30817,3684,2150,3689,8809,10859,634,9341,259197,8832,81545,10892,114836,5272,23705,1178,6810,164,58533,684,6318,7855,177,5817,5819,6844,6845,59067,2242,722,725,10459,3805,8417,6885,6375,387837,50943,3329,54537,7454,57126,100507436,353091,3916,149840,1378,3440,3952,11126,7037,3965,383,3456,7040,22914,10125,409,10666,56253,975,3553,3554,8673,7158",0
GO:0030199,collagen fibril organization,"1280,1281,7042,7837,1289,1290,4017,1302,26585,1277,1278",0
GO:1903510,mucopolysaccharide metabolic process,"7040,284,3373,8372,960,2247,22856,55501,50515,8534,3037,3038,3425,3553,56548,55790,8692,29940,23670,166012,9469,57214",0
GO:0008217,regulation of blood pressure,"133,9607,59272,4878,659,9370,55328,5025,1584,1585,947,183,4041,8529,2643,5331,5468,94,1636,2028,4846,1906,1907,1908,1278",0
GO:1905898,positive regulation of response to endoplasmic reticulum stress,"22926,8975,10134,29978,29979,2081,5295,6449,91445,10551,55741,4287,51136,578,581,7494,138065,4690,857,23645,9695,7917,9709,55161",0
GO:0006733,oxidoreduction coenzyme metabolic process,"56997,23590,23498,83594,8942,128240,84274,57107,29914,51805,79934",0
GO:1903428,positive regulation of reactive oxygen species biosynthetic process,"3553,3458,5311,9314,64581,64902,1191,90527,1535,7755,207,5873,7124,10365,4088,3643,445,575",0
GO:0030511,positive regulation of transforming growth factor beta receptor signaling pathway,"1601,7041,1028,28996,1030,3622,6794,1387,201163,2033,6386,7057,4089,22938,4221,3326",0
GO:0000097,sulfur amino acid biosynthetic process,"51074,4548,4552,4522,875,58478,1491,55256,635,23743",0
GO:0090110,COPII-coated vesicle cargo loading,"9632,5861,56681,9871,375056,10802,10484,22872,10427,6396,128637",0
GO:0043951,negative regulation of cAMP-mediated signaling,"112609,997,493,333,5138,5139,56246,5144,187,7320,23295",0
GO:1903573,negative regulation of response to endoplasmic reticulum stress,"4102,55432,9097,5770,51465,55829,7327,1191,7466,6449,11315,91319,120892,29761,51009,7494,337867,10956,5071,4690,51283,598,258010,51035,84447,8440,7009,3303,5611,1388,9709,4976,27248,51060,10488",0
GO:1901976,regulation of cell cycle checkpoint,"9984,891,10116,7175,5514,60561,10403,25906,54465,51143,55755,57805,81620,7517,6118,348654,7919,8563,55795,4085,55159,51451",0
GO:0007417,central nervous system development,"224,92737,84002,1349,23141,7849,7915,55636,79228,56923,8892",0
GO:0060760,positive regulation of response to cytokine stimulus,"64135,3093,1435,23586,57506,7852,558,7474,7097,7099,2621,54209,834,8772,837,84166,8904,972,5071,83666,6868,114900,117854,6880,54625,353376,3303,3304,85480,54765,2672,3574,1660,7294",0
GO:0090200,positive regulation of release of cytochrome c from mitochondria,"27141,664,10018,8739,8743,29108,9141,572,581,10059,5329,10962,4318,64112,26355,56947,7157,5366,65018,637,638",0
GO:2000778,positive regulation of interleukin-6 secretion,"23586,57506,2149,2150,199,64135,3146,7291,51311,338322,8692,29108,114900,5047,4155,1660,3965",0
GO:0042110,T cell activation,"8320,3329,3714,3593,1803,915,920,23705,50856,81704,940,100507436,3630,4277,3383,3133,56253,960,3146,4690,55636,3932,1503,3936,79840,3683,100,8934,10859,3565,197358,11119,1650,79865,80381,4478,50943",0
GO:0055081,anion homeostasis,"154881,771,406921,8074,116238,19,9619,6424,9247,6569,9388,3630,1071,5167,5424,27329,10568,335,142680,348,727910,54896,57468,9213",0
GO:0032376,positive regulation of cholesterol transport,"5444,6342,9370,26119,9388,302,335,5244,5360,7376,19,10062,4792,2874,348,5727",0
GO:0072332,intrinsic apoptotic signaling pathway by p53 class mediator,"1655,6794,29965,64782,10514,3094,51065,22938,666,5164,57646,29108,23612,23368,23378,151126,602,2272,3428,7917,2033,23411,7157,5366,7159,7161,8445",0
GO:0065002,intracellular protein transmembrane transport,"131474,29090,7095,130617,9409,5828,5189,5190,5191,5192,5193,5830,5195,51025,11231,29927,3309,55670,9847",0
GO:0042440,pigment metabolic process,"54658,7299,645,6470,54600,6121,1355,5498,54575,54576,210,3251,7220,93974,56952,3162,7390,5631",0
GO:0032649,regulation of interferon-gamma production,"3329,246778,84868,3592,3593,3594,3595,10125,914,114836,3606,5142,5144,5914,26525,51744,9636,3113,3115,558,7855,7098,80380,2621,961,80381,708,64581,29126,3146,26191,51284,140885,161882,54106,3553,3554,6375,8809,51561,10859,51311,149233,9971,64115,282618,7292,3965,7294,50943",0
GO:0010212,response to ionizing radiation,"4609,1026,51720,6154,165918,545,10276,51776,2138,2140,4193,65123,1647,58493,4221,641,2177,672,1196,10413,84142,5810,79035,3265,64710,143570,3297,79073,221927,25836,83695,5883,5888,11011,64782,10010,10524,3364,25896,57646,7486,9025,11073,2885,64326,79184,54617,64859,7518,7520,3428,1894,9575,9577,55159,1410,388,10635,3981,55693,1936,1432,9112,29086,22976,51149,85453,375757,85456,472,23514,84446,10206,79840,123879,63979,2547,23028,7157",0
GO:0050852,T cell receptor signaling pathway,"25865,10892,7189,5142,5144,5788,163486,55072,10616,7334,1967,8631,8890,8891,8892,8893,121665,8915,3937,2534,11119,199920,30968",0
GO:0007600,sensory perception,"1280,1409,1411,1413,25861,776,778,1420,525,1421,22926,53904,51473,7442,1428,1301,1302,5269,9750,125336,8989,53405,4640,4647,40,41,7466,22953,79784,83756,131118,124590,57010,286262,4919,50617,375611,6591,54463,65217,157506,80835,80834,583,64072,9033,145226,152137,332,80207,128338,4308,6103,153562,84059,9311,10083,342372,2917,6247,7399,491,7020,8556,25836,9455,4976,57214,6907,1277,3198",0
GO:0006302,double-strand break repair,"51720,2067,55317,2072,23064,165918,84515,79913,286257,4683,151636,2138,2140,119392,23137,1653,126074,142,78996,79000,672,79008,675,7334,84142,9907,10933,79035,4796,25788,64710,27339,27343,83666,353497,10459,125150,7405,548593,51444,7415,5888,5889,5890,5892,4361,253714,6419,6421,10524,5422,10039,7486,9025,79184,25939,54617,64859,7515,7516,7517,7518,7520,286053,113510,7528,9577,200558,51567,79728,55159,22909,10111,10635,3980,3981,55693,9112,29086,55218,254394,11200,375757,23503,22992,85456,5591,23514,55775,79840,10721,6117,6118,6119,10213,113130,348654,84464,2547,7158",0
GO:0010770,positive regulation of cell morphogenesis involved in differentiation,"1793,4739,57091,80005,6281,10507,2316,91663,3987,26259,10519,25,1826,8482,4137,8874,811,4653,55604,10562,23363,708,11078,6091,6092,23499,335,11344,347733,9820,6239,998,114798,627,2803,1398,5879,5881,8829,1399",0
GO:0043162,ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway,"51271,25930,55658,27246,27183,7251,137492,9525,51160,4734",0
GO:0016525,negative regulation of angiogenesis,"406912,3202,387,1284,1285,6915,7042,9475,153090,55810,90627,10253,7057,7058,5140,7060,6678,1944,2969,26523,6301,10014,641700,5797,55333,54567,406952,22905,3627,154796,23213,51378,11061,9270,5176,28984,9146,5054,3135,575,22846,4804,79812,3273,5196,6093,1870,4303,29775,161742,23251,57556,5468,350,407006,1634,7010,356,9314,11235,29924,112744,1386,4204,407021,5230,90993,4851,6772,11126,889,5371,10365,23166,4223",0
GO:0043124,negative regulation of I-kappaB kinase/NF-kappaB signaling,"153090,9100,91662,399,10771,80149,28952,9370,10010,8737,7088,2099,29108,79931,841,8780,10318,6095,7128,23005,286827,197358,9971,6772,22900,5494,5495,23411,56957",0
GO:0090288,negative regulation of cellular response to growth factor stimulus,"81792,7041,153090,9350,51592,9353,10253,283149,51341,7057,50964,9241,8862,10016,10272,10273,11171,58533,7080,23592,23213,114990,7471,117166,23089,5170,83891,5300,26036,163126,183,124857,186,9146,135228,79674,57154,10563,28996,79812,8646,390598,25928,3273,4681,7498,25805,1745,64081,4052,6868,57556,857,26585,6497,1634,9573,3303,63976,56937,64750,753,90993,5494,9719,22905,4091,4092,8573",0
GO:0035601,protein deacylation,"54531,9734,8841,79885,23186,22933,10013,10014,9759,5538,147111,64426,11313,10933,166968,10432,56916,2005,25942,5978,51547,83933,11107,57708,23408,23410,23411,3065,3066,5245",0
GO:0046888,negative regulation of hormone secretion,"3589,3976,5008,150,6422,8609,3625,3767,26056,5071,3667,5978,353500,80223,131177,64111,1393,23409,9727",0
GO:0045671,negative regulation of osteoclast differentiation,"10272,171392,9290,10859,6348,6988,11025,55294,2200,11006",0
GO:0006027,glycosaminoglycan catabolic process,"960,3425,7040,2247,3373,6448,8372,8692,23670,57214",0
GO:0035023,regulation of Rho protein signal transduction,"202243,8452,4233,54922,396,397,19,64787,23189,9750,57493,408,25,10395,253980,4650,4653,65078,9290,6091,201163,11214,335,3925,7126,54869,345,348,11235,613,2150,25959,4983,8829",0
GO:0045922,negative regulation of fatty acid metabolic process,"672,10464,3630,207,23409,341,10613,11160,345,254013",0
GO:0090051,negative regulation of cell migration involved in sprouting angiogenesis,"9314,387,6915,11235,407006,54567,79812,90627,29775,7057,4851,9270,10014,4223",0
GO:0032733,positive regulation of interleukin-10 production,"3329,3593,201633,940,947,29108,959,6850,64581,29126,3146,3662,4179,55765,10464,6375,85480,51561,3965",0
GO:0043647,inositol phosphate metabolic process,"5728,117283,2247,11165,51763,253430,51447,3707,3612,3613",0
GO:0002200,somatic diversification of immune receptors,"3329,56259,57379,5896,3146,3978,3980,3981,6929,8888",0
GO:0051150,regulation of smooth muscle cell differentiation,"406912,5155,4772,4773,3815,4775,4303,93649,27250,1491,2069,6648,93145,1786,348093,407006",0
GO:0060260,regulation of transcription initiation from RNA polymerase II promoter,"22976,6722,23493,3146,406891,170506,6927,2959,6928,55729,2099,26036,7157,7067",0
GO:0050829,defense response to Gram-negative bacterium,"1670,6278,1672,1673,3593,8970,6156,338322,6036,6037,10133,6039,2220,29102,140850,3507,29108,84659,5054,219972,3148,6223,140880,55894,3929,1113,4057,54106,1511,51561,85236,414325,353142,353143,353144",0
GO:0048562,embryonic organ morphogenesis,"1280,55112,25836,4237,57453,9775,2294,2263,2200,2201,2202,7291,9241",0
GO:1900024,regulation of substrate adhesion-dependent cell spreading,"1793,4739,57091,80005,6281,55435,2316,91663,2192,4241,3987,23189,10519,25,1946,253725,8874,811,4653,23603,55604,9270,10562,708,11078,2633,335,81,6239,998,5747,1398,5879,5881,8829,1399",0
GO:0042058,regulation of epidermal growth factor receptor signaling pathway,"57732,5771,84619,3092,150,5782,84632,79643,64285,1950,93343,5795,9125,653361,183,9655,10551,122809,54206,2241,9026,7879,23624,5329,7251,6868,84313,4318,867,2537,55658,27246,1012,89853,55294,7039",0
GO:0061912,selective autophagy,"10241,9474,440738,124997,8678,51368,55626,8878,22863,29979,91452,23001,8987,3964,54463",0
GO:0010819,regulation of T cell chemotaxis,"10563,65125,102,6375,6278,3627,6352,7474,27347,6868,9943",0
